Dátum;RMS X [mm/s];RMS Y [mm/s];RMS Z [mm/s]
31.12.2022 21:03:49;0,182;0,054;0,176
31.12.2022 22:03:52;0,089;0,076;0,149
31.12.2022 23:03:52;0,092;0,097;0,137
01.01.2023 00:03:50;0,168;0,059;0,177
01.01.2023 01:03:53;0,166;0,062;0,168
01.01.2023 02:03:51;0,183;0,085;0,175
01.01.2023 03:03:50;0,112;0,092;0,143
01.01.2023 04:03:51;0,173;0,065;0,18
01.01.2023 05:03:52;0,183;0,074;0,197
01.01.2023 06:03:49;0,175;0,05;0,157
01.01.2023 07:03:52;0,199;0,063;0,182
01.01.2023 08:03:51;0,18;0,051;0,185
01.01.2023 09:03:52;0,113;0,08;0,173
01.01.2023 10:03:51;0,194;0,07;0,163
01.01.2023 11:03:52;0,193;0,067;0,162
01.01.2023 12:03:51;0,191;0,063;0,159
01.01.2023 13:03:54;0,168;0,057;0,202
01.01.2023 14:03:52;0,184;0,065;0,177
01.01.2023 15:03:52;0,104;0,09;0,174
01.01.2023 16:03:54;0,181;0,093;0,175
01.01.2023 17:03:51;0,176;0,056;0,168
01.01.2023 18:03:52;0,178;0,082;0,207
01.01.2023 19:03:54;0,107;0,102;0,176
01.01.2023 20:03:51;0,172;0,07;0,19
01.01.2023 21:03:51;0,192;0,061;0,166
01.01.2023 22:03:53;0,096;0,091;0,136
01.01.2023 23:03:52;0,173;0,067;0,158
02.01.2023 00:03:49;0,16;0,06;0,194
02.01.2023 01:03:51;0,08;0,094;0,175
02.01.2023 02:03:49;0,145;0,057;0,184
02.01.2023 03:03:49;0,142;0,061;0,167
02.01.2023 04:03:49;0,152;0,059;0,174
02.01.2023 05:03:50;0,165;0,068;0,192
02.01.2023 06:03:51;0,159;0,108;0,16
02.01.2023 07:03:51;0,156;0,061;0,195
02.01.2023 08:03:53;0,16;0,056;0,178
02.01.2023 09:03:53;0,157;0,056;0,183
02.01.2023 10:03:49;0,168;0,054;0,172
02.01.2023 11:03:53;0,144;0,058;0,177
02.01.2023 12:03:50;0,096;0,083;0,143
02.01.2023 13:03:53;0,138;0,057;0,149
02.01.2023 14:03:51;0,143;0,05;0,161
02.01.2023 15:03:50;0,079;0,088;0,169
02.01.2023 16:03:52;0,148;0,068;0,164
02.01.2023 17:03:52;0,161;0,052;0,169
02.01.2023 18:03:53;0,152;0,063;0,157
02.01.2023 19:03:54;0,15;0,065;0,174
02.01.2023 20:03:51;0,139;0,059;0,165
02.01.2023 21:03:49;0,16;0,057;0,158
02.01.2023 22:03:58;0,148;0,054;0,163
02.01.2023 23:03:50;0,158;0,07;0,153
03.01.2023 00:03:51;0,154;0,065;0,17
03.01.2023 01:03:53;0,16;0,058;0,152
03.01.2023 02:03:52;0,138;0,062;0,16
03.01.2023 03:03:52;0,168;0,065;0,143
03.01.2023 04:03:52;0,093;0,079;0,132
03.01.2023 05:03:50;0,142;0,062;0,161
03.01.2023 06:03:49;0,085;0,078;0,134
03.01.2023 07:03:51;0,142;0,062;0,18
03.01.2023 08:03:51;0,091;0,096;0,161
03.01.2023 09:03:50;0,152;0,068;0,156
03.01.2023 10:03:50;0,149;0,07;0,155
03.01.2023 11:03:52;0,095;0,095;0,129
03.01.2023 12:03:51;0,161;0,066;0,164
03.01.2023 13:03:51;0,163;0,057;0,166
03.01.2023 14:03:49;0,089;0,106;0,164
03.01.2023 15:03:53;0,177;0,059;0,166
03.01.2023 16:03:50;0,174;0,067;0,168
03.01.2023 17:03:54;0,168;0,071;0,153
03.01.2023 18:03:51;0,164;0,064;0,166
03.01.2023 19:03:53;0,09;0,101;0,142
03.01.2023 20:03:54;0,155;0,062;0,16
03.01.2023 21:03:49;0,099;0,083;0,137
03.01.2023 22:03:51;0,165;0,067;0,157
04.01.2023 00:03:53;0,167;0,064;0,15
04.01.2023 01:03:49;0,156;0,058;0,159
04.01.2023 02:03:50;0,178;0,059;0,174
04.01.2023 03:03:50;0,154;0,06;0,162
04.01.2023 04:03:51;0,172;0,06;0,156
04.01.2023 05:03:52;0,171;0,074;0,158
04.01.2023 06:03:53;0,161;0,058;0,174
04.01.2023 07:03:50;0,096;0,072;0,144
04.01.2023 08:03:51;0,164;0,054;0,159
04.01.2023 09:03:52;0,171;0,062;0,17
04.01.2023 10:03:52;0,183;0,06;0,158
04.01.2023 11:03:52;0,182;0,056;0,149
04.01.2023 12:03:54;0,174;0,062;0,15
04.01.2023 13:03:52;0,171;0,063;0,166
04.01.2023 14:03:54;0,187;0,062;0,163
04.01.2023 15:03:51;0,179;0,072;0,148
04.01.2023 16:03:51;0,172;0,055;0,159
04.01.2023 17:03:54;0,18;0,059;0,167
04.01.2023 18:03:51;0,159;0,056;0,17
04.01.2023 19:03:52;0,094;0,098;0,135
04.01.2023 20:03:51;0,174;0,056;0,158
04.01.2023 21:03:51;0,157;0,061;0,156
04.01.2023 22:03:49;0,107;0,088;0,134
04.01.2023 23:03:52;0,095;0,088;0,17
05.01.2023 00:03:49;0,161;0,061;0,166
05.01.2023 01:03:49;0,091;0,094;0,156
05.01.2023 02:03:52;0,176;0,061;0,157
05.01.2023 03:03:52;0,092;0,09;0,147
05.01.2023 04:03:51;0,179;0,06;0,161
05.01.2023 05:03:49;0,185;0,059;0,162
05.01.2023 06:03:51;0,181;0,094;0,162
05.01.2023 07:03:52;0,17;0,053;0,173
05.01.2023 08:03:51;0,154;0,053;0,152
05.01.2023 09:03:52;0,181;0,093;0,152
05.01.2023 10:03:51;0,17;0,058;0,183
05.01.2023 11:03:51;0,162;0,056;0,156
05.01.2023 12:03:51;0,177;0,058;0,173
05.01.2023 13:03:53;0,175;0,075;0,165
05.01.2023 14:03:52;0,165;0,063;0,183
05.01.2023 15:03:51;0,181;0,086;0,16
05.01.2023 16:03:52;0,128;0,069;0,168
05.01.2023 17:03:54;0,176;0,061;0,183
05.01.2023 18:03:52;0,164;0,059;0,173
05.01.2023 19:03:51;0,165;0,054;0,165
05.01.2023 20:03:50;0,092;0,09;0,15
05.01.2023 21:03:49;0,166;0,055;0,181
05.01.2023 22:03:49;0,173;0,061;0,156
05.01.2023 23:03:51;0,159;0,058;0,166
06.01.2023 00:03:51;0,184;0,067;0,175
06.01.2023 01:03:50;0,17;0,062;0,16
06.01.2023 02:03:52;0,098;0,074;0,164
06.01.2023 03:03:53;0,179;0,067;0,179
06.01.2023 04:03:48;0,172;0,062;0,181
06.01.2023 05:03:50;0,171;0,069;0,193
06.01.2023 06:03:49;0,163;0,059;0,175
06.01.2023 07:03:52;0,174;0,07;0,185
06.01.2023 08:03:52;0,183;0,059;0,176
06.01.2023 09:03:52;0,173;0,067;0,178
06.01.2023 10:03:50;0,187;0,07;0,158
06.01.2023 11:03:49;0,177;0,06;0,16
06.01.2023 12:03:53;0,186;0,055;0,168
06.01.2023 13:03:52;0,186;0,061;0,174
06.01.2023 14:03:54;0,186;0,062;0,17
06.01.2023 15:03:49;0,182;0,094;0,181
06.01.2023 16:03:54;0,186;0,069;0,176
06.01.2023 17:03:51;0,1;0,089;0,147
06.01.2023 18:03:55;0,174;0,061;0,163
06.01.2023 19:03:51;0,175;0,055;0,184
06.01.2023 20:03:51;0,188;0,066;0,18
06.01.2023 21:03:52;0,184;0,06;0,171
06.01.2023 22:03:50;0,195;0,071;0,115
06.01.2023 23:03:52;0,175;0,072;0,192
07.01.2023 00:03:51;0,107;0,083;0,165
07.01.2023 01:03:49;0,171;0,061;0,192
07.01.2023 02:03:52;0,17;0,055;0,158
07.01.2023 03:03:50;0,195;0,068;0,168
07.01.2023 04:03:52;0,173;0,07;0,186
07.01.2023 05:03:50;0,192;0,069;0,175
07.01.2023 06:03:50;0,183;0,084;0,175
07.01.2023 07:03:50;0,172;0,053;0,174
07.01.2023 08:03:50;0,096;0,086;0,181
07.01.2023 09:03:52;0,157;0,066;0,197
07.01.2023 10:03:49;0,182;0,065;0,182
07.01.2023 11:03:50;0,174;0,085;0,195
07.01.2023 12:03:50;0,184;0,054;0,2
07.01.2023 13:03:52;0,176;0,069;0,172
07.01.2023 14:03:50;0,176;0,064;0,186
07.01.2023 15:03:53;0,198;0,056;0,158
07.01.2023 16:03:50;0,19;0,074;0,193
07.01.2023 17:03:51;0,171;0,06;0,172
07.01.2023 18:03:52;0,182;0,063;0,176
07.01.2023 19:03:50;0,177;0,056;0,173
07.01.2023 20:03:52;0,097;0,09;0,197
07.01.2023 21:03:49;0,182;0,068;0,178
07.01.2023 22:03:50;0,195;0,083;0,137
07.01.2023 23:03:49;0,182;0,081;0,179
08.01.2023 00:03:48;0,166;0,065;0,177
08.01.2023 01:03:51;0,179;0,058;0,184
08.01.2023 02:03:50;0,178;0,056;0,183
08.01.2023 03:03:49;0,164;0,061;0,181
08.01.2023 04:03:52;0,179;0,097;0,178
08.01.2023 05:03:52;0,17;0,049;0,165
08.01.2023 06:03:48;0,173;0,06;0,177
08.01.2023 07:03:52;0,173;0,076;0,194
08.01.2023 08:03:51;0,111;0,095;0,15
08.01.2023 09:03:50;0,173;0,091;0,18
08.01.2023 10:03:51;0,177;0,09;0,188
08.01.2023 11:03:52;0,177;0,052;0,177
08.01.2023 12:03:53;0,176;0,096;0,196
08.01.2023 13:03:50;0,174;0,087;0,186
08.01.2023 14:03:52;0,166;0,056;0,17
08.01.2023 15:03:53;0,167;0,062;0,172
08.01.2023 16:03:51;0,188;0,085;0,206
08.01.2023 17:03:53;0,168;0,073;0,156
08.01.2023 18:03:51;0,161;0,055;0,192
08.01.2023 19:03:50;0,09;0,099;0,171
08.01.2023 20:03:53;0,166;0,054;0,184
08.01.2023 21:03:49;0,17;0,057;0,18
08.01.2023 22:03:48;0,172;0,074;0,118
08.01.2023 23:03:49;0,178;0,058;0,169
09.01.2023 00:03:53;0,099;0,097;0,161
09.01.2023 01:03:52;0,176;0,072;0,176
09.01.2023 02:03:53;0,175;0,053;0,179
09.01.2023 03:03:52;0,167;0,073;0,188
09.01.2023 04:03:51;0,176;0,056;0,18
09.01.2023 05:03:52;0,17;0,069;0,192
09.01.2023 06:03:51;0,17;0,066;0,196
09.01.2023 07:03:50;0,187;0,062;0,184
09.01.2023 08:03:53;0,178;0,065;0,225
09.01.2023 09:03:51;0,185;0,162;0,181
09.01.2023 10:03:53;0,138;0,129;0,22
09.01.2023 11:03:53;0,116;0,114;0,197
09.01.2023 12:03:53;0,121;0,117;0,218
09.01.2023 13:03:51;0,13;0,109;0,193
09.01.2023 14:03:52;0,133;0,121;0,208
09.01.2023 15:03:52;0,091;0,134;0,218
09.01.2023 16:03:52;0,124;0,121;0,202
09.01.2023 17:03:54;0,131;0,134;0,197
09.01.2023 18:03:51;0,117;0,119;0,207
09.01.2023 19:03:52;0,141;0,129;0,188
09.01.2023 20:03:55;0,135;0,112;0,186
09.01.2023 21:03:50;0,097;0,12;0,205
09.01.2023 22:03:51;0,134;0,135;0,172
09.01.2023 23:03:50;0,125;0,125;0,21
10.01.2023 00:03:49;0,131;0,126;0,183
10.01.2023 01:03:52;0,131;0,144;0,19
10.01.2023 02:03:50;0,083;0,123;0,175
10.01.2023 03:03:53;0,129;0,119;0,178
10.01.2023 04:03:50;0,121;0,111;0,226
10.01.2023 05:03:50;0,133;0,119;0,219
10.01.2023 06:03:52;0,131;0,119;0,202
10.01.2023 07:03:53;0,131;0,137;0,147
10.01.2023 08:03:50;0,085;0,131;0,17
10.01.2023 09:03:50;1,03;1,345;1,003
10.01.2023 10:03:53;1,017;1,275;0,951
10.01.2023 11:03:50;1,027;1,34;1,135
10.01.2023 12:03:53;1,024;1,309;1,203
10.01.2023 13:03:51;0,983;1,375;1,011
10.01.2023 14:03:51;0,866;1,199;1,087
10.01.2023 15:03:51;1,012;1,251;1,095
10.01.2023 16:03:53;0,99;1,366;1,225
10.01.2023 17:03:51;1,021;1,268;1,091
10.01.2023 18:03:51;1,007;1,278;1,034
10.01.2023 19:03:53;0,957;1,214;1,095
10.01.2023 20:04:21;1,005;1,287;0,972
10.01.2023 21:03:50;1,097;1,399;1,032
10.01.2023 22:03:52;0,967;1,327;1,076
10.01.2023 23:03:51;1,049;1,393;0,973
11.01.2023 00:03:50;0,982;1,23;1,188
11.01.2023 01:03:53;1,007;1,313;1,093
11.01.2023 02:03:50;0,974;1,247;1,008
11.01.2023 03:03:50;1,022;1,414;0,987
11.01.2023 04:03:50;1,07;1,37;1,116
11.01.2023 05:03:51;1,009;1,257;1,085
11.01.2023 06:03:51;1,133;1,508;0,99
11.01.2023 07:03:53;0,961;1,172;1,079
11.01.2023 08:03:53;1,003;1,282;1,17
11.01.2023 09:03:53;1,079;1,399;1,1
11.01.2023 10:03:51;0,953;1,228;1,062
11.01.2023 11:03:53;0,973;1,234;1,059
11.01.2023 12:03:54;0,995;1,408;1,081
11.01.2023 13:03:55;1,003;1,146;1,037
11.01.2023 14:03:53;0,937;1,196;1,083
11.01.2023 15:03:50;1,031;1,362;1,072
11.01.2023 16:03:52;1,065;1,321;1,173
11.01.2023 17:03:54;0,972;1,352;1,051
11.01.2023 18:03:51;0,888;1,131;1,108
11.01.2023 19:03:54;1,117;1,376;1,068
11.01.2023 20:03:52;1,082;1,341;1,079
11.01.2023 21:03:54;1,051;1,241;1,015
11.01.2023 22:03:49;0,948;1,227;1,19
11.01.2023 23:03:52;1,04;1,294;1,113
12.01.2023 00:03:52;0,962;1,269;1,049
12.01.2023 01:03:52;0,962;1,313;1,141
12.01.2023 02:03:53;0,922;1,225;1,077
12.01.2023 03:03:49;1,001;1,262;1,141
12.01.2023 04:03:51;0,964;1,317;1,019
12.01.2023 05:03:52;1,043;1,368;0,969
12.01.2023 06:03:52;0,982;1,373;1,211
12.01.2023 07:03:51;1,105;1,276;1,079
12.01.2023 08:03:50;1,064;1,373;1,171
12.01.2023 09:03:50;0,96;1,367;0,964
12.01.2023 10:03:51;0,999;1,339;1,07
12.01.2023 11:03:53;1,064;1,254;1,121
12.01.2023 12:03:50;1,147;1,447;1,08
12.01.2023 13:03:49;1,002;1,293;1,074
12.01.2023 14:03:50;1,136;1,354;1,187
12.01.2023 15:03:54;1,012;1,216;1,166
12.01.2023 16:03:52;0,947;1,326;1,077
12.01.2023 17:03:51;1,069;1,669;1,03
12.01.2023 18:03:52;0,941;1,31;1,07
12.01.2023 19:03:53;1,018;1,24;1,147
12.01.2023 20:03:55;0,987;1,353;1,117
12.01.2023 21:03:55;0,932;1,228;1,021
12.01.2023 22:03:48;1,022;1,201;1,109
12.01.2023 23:03:51;0,949;1,335;1,243
13.01.2023 00:03:51;1,059;1,253;1,174
13.01.2023 01:03:52;1,068;1,348;1,135
13.01.2023 02:03:49;1,059;1,292;1,179
13.01.2023 03:03:51;0,997;1,298;1,289
13.01.2023 04:03:51;0,988;1,407;1,023
13.01.2023 05:03:50;0,999;1,355;1,109
13.01.2023 06:03:51;1,08;1,282;1,149
13.01.2023 07:03:51;0,948;1,231;1,314
13.01.2023 08:03:51;1,001;1,234;1,345
13.01.2023 09:03:49;0,981;1,404;1,324
13.01.2023 10:03:53;0,977;1,385;1,167
13.01.2023 11:03:51;0,933;1,192;1,277
13.01.2023 12:03:50;1,043;1,265;1,271
13.01.2023 13:03:52;0,987;1,353;1,097
13.01.2023 14:03:50;0,986;1,265;1,281
13.01.2023 15:03:51;0,997;1,227;1,192
13.01.2023 16:03:54;1,041;1,287;1,277
13.01.2023 17:03:51;0,947;1,223;1,262
13.01.2023 18:03:50;0,977;1,386;1,145
13.01.2023 19:03:50;0,992;1,392;1,348
13.01.2023 20:03:54;1,046;1,252;1,36
13.01.2023 21:03:51;0,944;1,175;1,421
13.01.2023 22:03:49;0,917;1,213;1,08
13.01.2023 23:03:51;0,973;1,257;1,08
14.01.2023 00:03:49;1,031;1,489;1,019
14.01.2023 01:03:52;1,009;1,374;0,967
14.01.2023 02:03:50;0,959;1,283;0,879
14.01.2023 03:03:51;0,977;1,227;1,087
14.01.2023 04:03:49;0,991;1,269;1,156
14.01.2023 05:03:51;0,98;1,254;1,082
14.01.2023 06:03:49;1,072;1,375;1,085
14.01.2023 07:03:51;0,969;1,333;1,079
14.01.2023 08:03:52;0,943;1,227;1,13
14.01.2023 09:03:52;1,006;1,307;1,151
14.01.2023 10:03:54;1,016;1,275;1,244
14.01.2023 11:03:52;0,893;1,357;0,965
14.01.2023 12:03:53;1,034;1,245;1,1
14.01.2023 13:03:52;0,947;1,337;1,129
14.01.2023 14:03:52;1,021;1,371;1,213
14.01.2023 15:03:52;0,999;1,217;1,134
14.01.2023 16:03:51;1,019;1,215;1,116
14.01.2023 17:03:53;1,002;1,301;1,15
14.01.2023 18:03:54;1,042;1,289;1,033
14.01.2023 19:03:53;1,083;1,381;1,135
14.01.2023 20:03:53;0,995;1,315;1,039
14.01.2023 21:03:54;0,987;1,239;1,033
14.01.2023 22:03:52;0,928;1,232;1,136
14.01.2023 23:03:51;1,005;1,319;1,185
15.01.2023 00:03:53;0,992;1,241;1,141
15.01.2023 01:03:53;1,096;1,33;1,091
15.01.2023 02:03:50;0,993;1,341;1,12
15.01.2023 03:03:53;0,989;1,323;0,963
15.01.2023 04:03:51;0,99;1,293;1,107
15.01.2023 05:03:51;1,043;1,43;1,088
15.01.2023 06:03:51;1,004;1,341;1,147
15.01.2023 07:03:52;0,922;1,423;1,154
15.01.2023 08:03:53;0,976;1,308;1,085
15.01.2023 09:03:52;0,951;1,315;1,249
15.01.2023 10:03:49;1,066;1,419;1,201
15.01.2023 11:03:52;0,976;1,237;1,134
15.01.2023 12:03:50;1,014;1,269;1,128
15.01.2023 13:03:50;1,108;1,328;1,084
15.01.2023 14:03:53;1,062;1,257;1,2
15.01.2023 15:03:52;1,016;1,285;1,256
15.01.2023 16:03:51;0,958;1,269;1,328
15.01.2023 17:03:54;0,989;1,278;1,212
15.01.2023 18:03:50;0,997;1,279;1,304
15.01.2023 19:03:54;1,014;1,224;1,372
15.01.2023 20:03:52;0,994;1,209;1,389
15.01.2023 21:03:51;0,921;1,221;1,248
15.01.2023 22:03:52;0,932;1,148;1,22
15.01.2023 23:03:50;1,046;1,284;1,376
16.01.2023 00:03:49;1,085;1,24;1,378
16.01.2023 01:03:49;1,079;1,375;1,24
16.01.2023 02:03:52;0,931;1,29;1,15
16.01.2023 03:03:49;1,034;1,385;1,286
16.01.2023 04:03:53;1;1,321;1,248
16.01.2023 05:03:50;1,023;1,185;1,345
16.01.2023 06:03:50;1,001;1,326;1,159
