Dátum;RMS X [mm/s];RMS Y [mm/s];RMS Z [mm/s]
24.07.2023 21:33:38;0,206;0,099;0,111
24.07.2023 22:33:40;0,214;0,091;0,099
24.07.2023 23:33:38;0,2;0,08;0,112
25.07.2023 00:33:40;0,2;0,099;0,115
25.07.2023 01:33:39;0,197;0,092;0,118
25.07.2023 02:33:39;0,195;0,098;0,109
25.07.2023 03:33:38;0,222;0,074;0,122
25.07.2023 04:33:39;0,225;0,103;0,115
25.07.2023 05:33:38;0,157;0,088;0,116
25.07.2023 06:33:38;0,164;0,081;0,108
25.07.2023 07:33:35;0,193;0,085;0,12
25.07.2023 08:33:38;0,219;0,092;0,13
25.07.2023 09:33:37;0,213;0,089;0,122
25.07.2023 10:33:37;0,173;0,083;0,113
25.07.2023 11:33:35;0,189;0,098;0,103
25.07.2023 12:33:37;0,209;0,097;0,118
25.07.2023 13:33:35;0,211;0,094;0,108
25.07.2023 14:33:35;0,219;0,087;0,101
25.07.2023 15:33:38;0,189;0,087;0,103
25.07.2023 16:33:35;0,165;0,08;0,107
25.07.2023 17:33:36;0,217;0,104;0,099
25.07.2023 18:33:38;0,166;0,091;0,124
25.07.2023 19:33:36;0,208;0,087;0,112
25.07.2023 20:33:39;0,22;0,087;0,112
25.07.2023 21:33:36;0,205;0,088;0,1
25.07.2023 22:33:39;0,221;0,099;0,109
25.07.2023 23:33:39;0,218;0,099;0,105
26.07.2023 00:33:37;0,203;0,101;0,113
26.07.2023 01:33:40;0,178;0,086;0,11
26.07.2023 02:33:40;0,216;0,085;0,107
26.07.2023 03:33:38;0,194;0,094;0,129
26.07.2023 04:33:39;0,209;0,094;0,107
26.07.2023 05:33:38;0,194;0,086;0,125
26.07.2023 06:33:36;0,215;0,085;0,109
26.07.2023 07:33:37;0,208;0,08;0,105
26.07.2023 08:33:37;0,203;0,102;0,105
26.07.2023 09:33:36;0,207;0,086;0,125
26.07.2023 10:33:37;0,218;0,092;0,1
26.07.2023 11:33:37;0,218;0,095;0,118
26.07.2023 12:33:37;0,161;0,08;0,133
26.07.2023 13:33:36;0,208;0,082;0,098
26.07.2023 14:33:37;0,207;0,111;0,104
26.07.2023 15:33:38;0,2;0,091;0,118
26.07.2023 16:33:36;0,196;0,087;0,109
26.07.2023 17:33:50;0,202;0,092;0,117
26.07.2023 18:33:37;0,196;0,082;0,11
26.07.2023 19:33:37;0,212;0,084;0,109
26.07.2023 20:33:37;0,199;0,087;0,112
26.07.2023 21:33:40;0,184;0,087;0,123
26.07.2023 22:33:36;0,212;0,112;0,134
26.07.2023 23:33:35;0,167;0,097;0,127
27.07.2023 00:33:36;0,19;0,089;0,12
27.07.2023 01:33:38;0,195;0,086;0,131
27.07.2023 02:33:38;0,198;0,084;0,117
27.07.2023 03:33:38;0,184;0,087;0,121
27.07.2023 04:33:36;0,185;0,09;0,141
27.07.2023 05:33:38;0,195;0,1;0,125
27.07.2023 06:33:34;0,184;0,077;0,126
27.07.2023 07:33:35;0,19;0,081;0,123
27.07.2023 08:33:34;0,204;0,081;0,134
27.07.2023 09:33:35;0,201;0,101;0,131
27.07.2023 10:33:37;0,186;0,083;0,123
27.07.2023 11:33:36;0,196;0,089;0,129
27.07.2023 12:33:37;0,172;0,08;0,129
27.07.2023 13:33:36;0,19;0,085;0,126
27.07.2023 14:33:37;0,192;0,079;0,116
27.07.2023 15:33:38;0,165;0,088;0,111
27.07.2023 16:33:39;0,209;0,097;0,124
27.07.2023 17:33:39;0,181;0,075;0,121
27.07.2023 18:33:35;0,207;0,09;0,116
27.07.2023 19:33:37;0,197;0,102;0,101
27.07.2023 20:33:38;0,155;0,082;0,119
27.07.2023 21:33:37;0,186;0,085;0,119
27.07.2023 22:33:39;0,162;0,079;0,12
27.07.2023 23:33:39;0,179;0,084;0,117
28.07.2023 00:33:37;0,171;0,081;0,124
28.07.2023 01:33:36;0,204;0,095;0,11
28.07.2023 02:33:40;0,194;0,084;0,11
28.07.2023 03:33:39;0,193;0,092;0,106
28.07.2023 04:33:36;0,186;0,085;0,109
28.07.2023 05:33:40;0,193;0,094;0,123
28.07.2023 06:33:35;0,181;0,084;0,122
28.07.2023 07:33:35;0,141;0,088;0,144
28.07.2023 08:33:36;0,197;0,087;0,116
28.07.2023 09:33:35;0,175;0,079;0,11
28.07.2023 10:33:35;0,203;0,081;0,111
28.07.2023 11:33:35;0,197;0,077;0,11
28.07.2023 12:33:38;0,207;0,095;0,112
28.07.2023 13:33:36;0,208;0,101;0,106
28.07.2023 14:33:35;0,164;0,083;0,115
28.07.2023 15:33:37;0,207;0,098;0,117
28.07.2023 16:33:37;0,164;0,084;0,123
28.07.2023 17:33:34;0,192;0,084;0,113
28.07.2023 18:33:35;0,211;0,091;0,119
28.07.2023 19:33:38;0,205;0,102;0,107
28.07.2023 20:33:39;0,196;0,11;0,128
28.07.2023 21:33:36;0,183;0,096;0,113
28.07.2023 22:33:35;0,202;0,083;0,117
28.07.2023 23:33:39;0,206;0,091;0,11
29.07.2023 00:33:37;0,16;0,079;0,115
29.07.2023 01:33:39;0,215;0,083;0,107
29.07.2023 02:33:38;0,203;0,078;0,109
29.07.2023 03:33:38;0,197;0,095;0,119
29.07.2023 04:33:37;0,196;0,085;0,114
29.07.2023 05:33:39;0,164;0,081;0,124
29.07.2023 06:33:37;0,202;0,086;0,104
29.07.2023 07:33:36;0,175;0,076;0,112
29.07.2023 08:33:43;0,208;0,091;0,122
29.07.2023 09:33:37;0,196;0,092;0,112
29.07.2023 10:33:37;0,2;0,071;0,11
29.07.2023 11:33:36;0,199;0,097;0,101
29.07.2023 12:33:37;0,182;0,079;0,122
29.07.2023 13:33:34;0,211;0,095;0,101
29.07.2023 14:33:35;0,192;0,1;0,114
29.07.2023 15:33:39;0,206;0,08;0,113
29.07.2023 16:33:38;0,204;0,093;0,102
29.07.2023 17:33:39;0,208;0,093;0,119
29.07.2023 18:33:36;0,201;0,084;0,095
29.07.2023 19:33:38;0,172;0,073;0,117
29.07.2023 20:33:39;0,218;0,085;0,116
29.07.2023 21:33:36;0,181;0,09;0,115
29.07.2023 22:33:37;0,213;0,086;0,102
29.07.2023 23:33:36;0,158;0,086;0,114
30.07.2023 00:33:40;0,209;0,096;0,107
30.07.2023 01:33:36;0,201;0,095;0,11
30.07.2023 02:33:39;0,206;0,082;0,121
30.07.2023 03:33:39;0,186;0,094;0,108
30.07.2023 04:33:38;0,206;0,093;0,11
30.07.2023 05:33:36;0,212;0,088;0,108
30.07.2023 06:33:37;0,21;0,094;0,101
30.07.2023 07:33:37;0,164;0,084;0,125
30.07.2023 08:33:36;0,208;0,088;0,108
30.07.2023 09:33:36;0,199;0,086;0,108
30.07.2023 10:33:35;0,195;0,083;0,104
30.07.2023 11:33:37;0,204;0,099;0,119
30.07.2023 12:33:34;0,208;0,102;0,11
30.07.2023 13:33:38;0,218;0,106;0,114
30.07.2023 14:33:35;0,154;0,075;0,116
30.07.2023 15:33:38;0,186;0,087;0,115
30.07.2023 16:33:35;0,167;0,088;0,114
30.07.2023 17:33:39;0,103;0,106;0,1
30.07.2023 18:33:37;0,209;0,1;0,107
30.07.2023 19:33:38;0,186;0,082;0,114
30.07.2023 20:33:36;0,21;0,083;0,108
30.07.2023 21:33:35;0,209;0,088;0,108
30.07.2023 22:33:35;0,209;0,091;0,128
30.07.2023 23:33:37;0,179;0,096;0,116
31.07.2023 00:33:38;0,2;0,088;0,12
31.07.2023 01:33:38;0,199;0,082;0,103
31.07.2023 02:33:39;0,205;0,086;0,101
31.07.2023 03:33:37;0,213;0,098;0,113
31.07.2023 04:33:39;0,207;0,099;0,108
31.07.2023 05:33:37;0,188;0,081;0,14
31.07.2023 06:33:35;0,202;0,08;0,112
31.07.2023 07:33:34;0,204;0,101;0,11
31.07.2023 08:33:38;0,194;0,085;0,136
31.07.2023 09:33:36;0,205;0,083;0,116
31.07.2023 10:33:36;0,196;0,085;0,121
31.07.2023 11:33:39;0,193;0,081;0,108
31.07.2023 12:33:39;0,162;0,083;0,112
31.07.2023 13:33:45;0,2;0,09;0,111
31.07.2023 14:33:38;0,191;0,073;0,112
31.07.2023 15:33:37;0,188;0,097;0,1
31.07.2023 16:33:36;0,201;0,088;0,101
31.07.2023 17:33:37;0,197;0,082;0,109
31.07.2023 18:33:35;0,18;0,093;0,098
31.07.2023 19:33:37;0,171;0,098;0,112
31.07.2023 20:33:37;0,189;0,092;0,111
31.07.2023 21:33:38;0,185;0,091;0,095
31.07.2023 22:33:38;0,203;0,08;0,096
31.07.2023 23:33:38;0,193;0,089;0,106
01.08.2023 00:33:36;0,155;0,079;0,114
01.08.2023 01:33:35;0,178;0,093;0,095
01.08.2023 02:33:37;0,155;0,081;0,1
01.08.2023 03:33:39;0,188;0,102;0,102
01.08.2023 04:33:39;0,169;0,091;0,111
01.08.2023 05:33:38;0,183;0,084;0,129
01.08.2023 06:33:35;0,198;0,092;0,115
01.08.2023 07:33:35;0,181;0,087;0,096
01.08.2023 08:33:37;0,201;0,077;0,102
01.08.2023 09:33:36;0,192;0,102;0,101
01.08.2023 10:33:35;0,152;0,079;0,112
01.08.2023 11:33:34;0,193;0,089;0,106
01.08.2023 12:33:38;0,181;0,093;0,1
01.08.2023 13:33:37;0,189;0,085;0,109
01.08.2023 14:33:37;0,188;0,089;0,101
01.08.2023 15:33:35;0,184;0,09;0,101
01.08.2023 16:33:35;0,197;0,106;0,126
01.08.2023 17:33:36;0,212;0,084;0,118
01.08.2023 18:33:37;0,195;0,089;0,087
01.08.2023 19:33:38;0,196;0,08;0,093
01.08.2023 20:33:35;0,196;0,088;0,108
01.08.2023 21:33:38;0,207;0,092;0,099
01.08.2023 22:33:36;0,198;0,094;0,105
01.08.2023 23:33:39;0,175;0,09;0,109
02.08.2023 00:33:38;0,183;0,095;0,105
02.08.2023 01:33:35;0,196;0,079;0,099
02.08.2023 02:33:38;0,19;0,091;0,112
02.08.2023 03:33:39;0,194;0,082;0,114
02.08.2023 04:33:41;0,207;0,084;0,102
02.08.2023 05:33:39;0,192;0,082;0,125
02.08.2023 06:33:33;0,198;0,082;0,095
02.08.2023 07:33:36;0,205;0,097;0,119
02.08.2023 08:33:37;0,199;0,103;0,107
02.08.2023 09:33:46;0,19;0,069;0,122
02.08.2023 10:33:35;0,203;0,085;0,098
02.08.2023 11:33:37;0,197;0,082;0,113
02.08.2023 12:33:38;0,193;0,098;0,104
02.08.2023 13:33:35;0,2;0,08;0,118
02.08.2023 14:33:38;0,18;0,079;0,111
02.08.2023 15:33:38;0,199;0,098;0,105
02.08.2023 16:33:37;0,206;0,1;0,11
02.08.2023 17:33:39;0,197;0,091;0,095
02.08.2023 18:33:36;0,203;0,082;0,108
02.08.2023 19:33:39;0,203;0,097;0,101
02.08.2023 20:33:39;0,193;0,09;0,094
02.08.2023 21:33:38;0,181;0,094;0,114
02.08.2023 22:33:38;0,192;0,091;0,106
02.08.2023 23:33:39;0,196;0,071;0,091
03.08.2023 00:33:36;0,161;0,086;0,11
03.08.2023 01:33:35;0,187;0,083;0,122
03.08.2023 02:33:36;0,201;0,087;0,103
03.08.2023 03:33:36;0,173;0,057;0,115
03.08.2023 04:33:36;0,194;0,081;0,101
03.08.2023 05:33:38;0,181;0,103;0,121
03.08.2023 06:33:34;0,203;0,088;0,102
03.08.2023 07:33:36;0,196;0,089;0,117
03.08.2023 08:33:36;0,201;0,088;0,111
03.08.2023 09:33:36;0,193;0,097;0,111
03.08.2023 10:33:37;0,192;0,076;0,122
03.08.2023 11:33:36;0,198;0,086;0,104
03.08.2023 12:33:36;0,202;0,097;0,114
03.08.2023 13:33:37;0,195;0,087;0,121
03.08.2023 14:33:36;0,197;0,094;0,1
03.08.2023 15:33:38;0,198;0,087;0,114
03.08.2023 16:33:38;0,207;0,086;0,097
03.08.2023 17:33:37;0,191;0,103;0,112
03.08.2023 18:33:36;0,208;0,099;0,099
03.08.2023 19:33:36;0,201;0,082;0,109
03.08.2023 20:33:34;0,196;0,08;0,096
03.08.2023 21:33:35;0,199;0,075;0,102
03.08.2023 22:33:38;0,201;0,088;0,095
03.08.2023 23:33:37;0,182;0,084;0,113
04.08.2023 00:33:36;0,193;0,088;0,104
04.08.2023 01:33:39;0,192;0,089;0,112
04.08.2023 02:33:38;0,152;0,085;0,13
04.08.2023 03:33:36;0,196;0,106;0,121
04.08.2023 04:33:37;0,209;0,079;0,103
04.08.2023 05:33:37;0,205;0,074;0,105
04.08.2023 06:33:37;0,196;0,067;0,113
04.08.2023 07:33:36;0,179;0,083;0,117
04.08.2023 08:33:36;0,198;0,098;0,104
04.08.2023 09:33:35;0,198;0,097;0,127
04.08.2023 10:33:38;0,194;0,078;0,104
04.08.2023 11:33:38;0,197;0,104;0,107
04.08.2023 12:33:37;0,192;0,073;0,089
04.08.2023 13:33:37;0,194;0,093;0,104
04.08.2023 14:33:35;0,203;0,092;0,117
04.08.2023 15:33:35;0,187;0,09;0,118
04.08.2023 16:33:38;0,206;0,09;0,105
04.08.2023 17:33:38;0,216;0,09;0,094
04.08.2023 18:33:39;0,193;0,103;0,104
04.08.2023 19:33:37;0,199;0,088;0,097
04.08.2023 20:33:36;0,211;0,088;0,108
04.08.2023 21:33:38;0,189;0,093;0,097
04.08.2023 22:33:39;0,2;0,085;0,099
04.08.2023 23:33:36;0,198;0,075;0,098
05.08.2023 00:33:40;0,181;0,088;0,115
05.08.2023 01:33:36;0,228;0,123;0,111
05.08.2023 02:33:39;0,201;0,074;0,117
05.08.2023 03:33:37;0,19;0,094;0,099
05.08.2023 04:33:38;0,194;0,095;0,115
05.08.2023 05:33:40;0,209;0,094;0,125
05.08.2023 06:33:34;0,199;0,093;0,098
05.08.2023 07:33:36;0,192;0,101;0,108
05.08.2023 08:33:38;0,199;0,093;0,114
05.08.2023 09:33:38;0,196;0,081;0,097
05.08.2023 10:33:34;0,204;0,086;0,105
05.08.2023 11:33:35;0,21;0,078;0,089
05.08.2023 12:33:37;0,198;0,09;0,104
05.08.2023 13:33:37;0,189;0,097;0,108
05.08.2023 14:33:37;0,159;0,073;0,117
05.08.2023 15:33:37;0,21;0,09;0,11
05.08.2023 16:33:36;0,198;0,077;0,096
05.08.2023 17:33:37;0,202;0,103;0,109
05.08.2023 18:33:38;0,192;0,086;0,108
05.08.2023 19:33:36;0,182;0,084;0,114
05.08.2023 20:33:37;0,201;0,081;0,101
05.08.2023 21:33:37;0,18;0,091;0,111
05.08.2023 22:33:41;0,2;0,109;0,113
05.08.2023 23:33:35;0,178;0,089;0,108
06.08.2023 00:33:35;0,178;0,09;0,116
06.08.2023 01:33:36;0,219;0,094;0,104
06.08.2023 02:33:37;0,202;0,085;0,1
06.08.2023 03:33:37;0,199;0,088;0,113
06.08.2023 04:33:38;0,189;0,096;0,11
06.08.2023 05:33:37;0,205;0,103;0,102
06.08.2023 06:33:34;0,213;0,102;0,107
06.08.2023 07:33:36;0,197;0,108;0,109
06.08.2023 08:33:35;0,203;0,095;0,11
06.08.2023 09:33:38;0,206;0,102;0,115
06.08.2023 10:33:36;0,201;0,09;0,11
06.08.2023 11:33:36;0,109;0,092;0,097
06.08.2023 12:33:34;0,195;0,092;0,101
06.08.2023 13:33:38;0,181;0,084;0,106
06.08.2023 14:33:37;0,183;0,09;0,104
06.08.2023 15:33:36;0,198;0,108;0,108
06.08.2023 16:33:38;0,204;0,081;0,099
06.08.2023 17:33:37;0,173;0,083;0,107
06.08.2023 18:33:35;0,198;0,083;0,102
06.08.2023 19:33:35;0,19;0,097;0,116
06.08.2023 20:33:39;0,159;0,079;0,121
06.08.2023 21:33:37;0,174;0,081;0,112
06.08.2023 22:33:38;0,192;0,08;0,108
06.08.2023 23:33:38;0,207;0,088;0,098
07.08.2023 00:33:39;0,18;0,093;0,101
07.08.2023 01:33:39;0,182;0,08;0,106
07.08.2023 02:33:36;0,187;0,088;0,111
07.08.2023 03:33:38;0,186;0,087;0,103
07.08.2023 04:33:37;0,183;0,094;0,12
07.08.2023 05:33:37;0,178;0,066;0,112
07.08.2023 06:33:38;0,193;0,085;0,101
07.08.2023 07:33:35;0,202;0,11;0,116
07.08.2023 08:33:38;0,19;0,073;0,119
07.08.2023 09:33:34;0,194;0,076;0,111
07.08.2023 10:33:37;0,185;0,085;0,112
07.08.2023 11:33:34;0,167;0,084;0,119
07.08.2023 12:33:34;0,188;0,081;0,111
07.08.2023 13:33:34;0,196;0,083;0,101
07.08.2023 14:33:35;0,173;0,079;0,109
07.08.2023 15:33:35;0,187;0,08;0,1
07.08.2023 16:33:37;0,187;0,092;0,116
07.08.2023 17:33:38;0,184;0,085;0,106
07.08.2023 18:33:35;0,199;0,099;0,103
07.08.2023 19:33:39;0,184;0,09;0,127
07.08.2023 20:33:37;0,197;0,076;0,1
07.08.2023 21:33:39;0,165;0,086;0,118
07.08.2023 22:33:36;0,189;0,09;0,111
07.08.2023 23:33:39;0,186;0,094;0,096
08.08.2023 00:33:36;0,18;0,059;0,131
08.08.2023 01:33:37;0,178;0,104;0,103
08.08.2023 02:33:37;0,197;0,103;0,105
08.08.2023 03:33:36;0,181;0,082;0,117
08.08.2023 04:33:40;0,184;0,082;0,118
08.08.2023 05:33:37;0,179;0,065;0,122
08.08.2023 06:33:39;0,187;0,078;0,098
08.08.2023 07:33:38;0,181;0,076;0,11
08.08.2023 08:33:36;0,193;0,092;0,1
08.08.2023 09:33:38;0,16;0,097;0,115
08.08.2023 10:33:37;0,179;0,087;0,125
08.08.2023 11:33:39;0,191;0,087;0,116
08.08.2023 12:33:34;0,2;0,087;0,096
08.08.2023 13:33:37;0,19;0,079;0,11
08.08.2023 14:33:39;0,18;0,083;0,116
08.08.2023 15:33:39;0,181;0,06;0,11
08.08.2023 16:33:37;0,186;0,099;0,125
08.08.2023 17:33:38;0,168;0,055;0,115
08.08.2023 18:33:38;0,199;0,089;0,113
08.08.2023 19:33:38;0,184;0,081;0,114
08.08.2023 20:33:39;0,173;0,075;0,11
08.08.2023 21:33:37;0,189;0,093;0,115
08.08.2023 22:33:35;0,182;0,084;0,114
08.08.2023 23:33:38;0,2;0,091;0,101
09.08.2023 00:33:39;0,184;0,094;0,103
09.08.2023 01:33:37;0,19;0,063;0,12
09.08.2023 02:33:38;0,173;0,081;0,105
09.08.2023 03:33:37;0,183;0,085;0,094
09.08.2023 04:33:37;0,16;0,086;0,119
09.08.2023 05:33:38;0,197;0,092;0,107
09.08.2023 06:34:05;0,174;0,088;0,109
09.08.2023 12:34:13;0,185;0,102;0,102
09.08.2023 13:33:37;0,195;0,085;0,102
09.08.2023 14:33:38;0,182;0,084;0,108
09.08.2023 15:33:38;0,172;0,06;0,119
09.08.2023 16:33:37;0,197;0,081;0,103
09.08.2023 17:33:36;0,194;0,072;0,114
09.08.2023 18:33:38;0,184;0,078;0,111
09.08.2023 19:33:36;0,173;0,06;0,125
09.08.2023 20:33:36;0,182;0,097;0,101
09.08.2023 21:33:37;0,17;0,074;0,1
09.08.2023 22:33:36;0,175;0,075;0,109
09.08.2023 23:33:35;0,177;0,094;0,128
10.08.2023 00:33:37;0,179;0,09;0,098
10.08.2023 01:33:39;0,1;0,083;0,101
10.08.2023 02:33:39;0,172;0,093;0,104
10.08.2023 03:33:36;0,17;0,094;0,116
10.08.2023 04:33:38;0,181;0,048;0,109
10.08.2023 05:33:39;0,179;0,05;0,126
10.08.2023 06:33:37;0,179;0,073;0,104
10.08.2023 07:33:35;0,19;0,141;0,184
10.08.2023 08:33:37;0,12;0,133;0,221
10.08.2023 09:33:39;0,11;0,128;0,262
10.08.2023 10:33:40;0,13;0,131;0,213
10.08.2023 11:33:39;0,14;0,139;0,221
10.08.2023 12:33:37;0,127;0,136;0,233
10.08.2023 13:33:36;0,152;0,147;0,186
10.08.2023 14:33:36;0,137;0,151;0,216
10.08.2023 15:33:35;0,127;0,148;0,233
10.08.2023 16:33:36;0,133;0,139;0,22
10.08.2023 17:33:38;0,127;0,127;0,184
10.08.2023 18:33:38;0,14;0,133;0,201
10.08.2023 19:33:37;0,11;0,155;0,195
10.08.2023 20:33:38;0,152;0,14;0,221
10.08.2023 21:33:36;0,167;0,137;0,207
10.08.2023 22:33:35;0,15;0,127;0,211
10.08.2023 23:33:37;0,127;0,129;0,244
11.08.2023 00:33:35;0,126;0,127;0,191
11.08.2023 01:33:38;0,122;0,136;0,212
11.08.2023 02:33:36;0,141;0,136;0,255
11.08.2023 03:33:37;0,138;0,134;0,213
11.08.2023 04:33:39;0,125;0,152;0,176
11.08.2023 05:33:37;0,157;0,13;0,199
11.08.2023 06:33:36;0,157;0,138;0,217
11.08.2023 07:33:36;0,141;0,132;0,184
11.08.2023 08:33:39;1,054;1,272;1,076
11.08.2023 09:33:39;1,038;1,418;0,977
11.08.2023 10:33:39;1,07;1,367;0,99
11.08.2023 11:33:36;0,893;1,171;1,237
11.08.2023 12:33:39;1,013;1,273;1,189
11.08.2023 13:33:39;0,881;1,149;1,037
11.08.2023 14:33:34;1,106;1,309;0,993
11.08.2023 15:33:39;0,88;1,202;1,096
11.08.2023 16:33:37;1,05;1,39;1,15
11.08.2023 17:33:38;0,94;1,389;1,121
11.08.2023 18:33:38;0,975;1,247;1,144
11.08.2023 19:33:34;1,085;1,286;1,171
11.08.2023 20:33:37;0,964;1,299;1,238
11.08.2023 21:33:38;1,095;1,326;1,128
11.08.2023 22:33:37;0,975;1,265;1,114
11.08.2023 23:33:36;1,055;1,271;1,124
12.08.2023 00:33:35;1,058;1,329;1,261
12.08.2023 01:33:35;0,977;1,189;1,143
12.08.2023 02:33:37;1,091;1,443;1,01
12.08.2023 03:33:36;0,94;1,352;1,27
12.08.2023 04:33:37;0,972;1,312;1,078
12.08.2023 05:33:36;1,118;1,377;1,188
12.08.2023 06:33:38;0,977;1,345;1,024
12.08.2023 07:33:37;0,885;1,243;1,167
12.08.2023 08:33:37;0,977;1,438;1,255
12.08.2023 09:33:38;0,95;1,246;1,11
12.08.2023 10:33:39;0,996;1,341;1,211
12.08.2023 11:33:39;1,041;1,283;1,209
12.08.2023 12:33:37;1,018;1,283;1,127
12.08.2023 13:33:37;0,979;1,244;1,022
12.08.2023 14:33:37;0,989;1,223;1,096
12.08.2023 15:33:36;1,1;1,485;1,001
12.08.2023 16:33:36;1,031;1,297;1,142
12.08.2023 17:33:37;0,955;1,273;1,103
12.08.2023 18:33:36;1,045;1,27;1,236
12.08.2023 19:33:36;1,177;1,479;1,297
12.08.2023 20:33:37;0,989;1,323;1,182
12.08.2023 21:33:37;0,982;1,248;1,07
12.08.2023 22:33:39;1,026;1,231;1,08
12.08.2023 23:33:36;0,909;1,247;1,028
13.08.2023 00:33:44;0,961;1,257;1,078
13.08.2023 01:33:35;0,994;1,341;1,075
13.08.2023 02:33:36;0,989;1,437;1,089
13.08.2023 03:33:39;1,213;1,458;1,306
13.08.2023 04:33:39;1,003;1,376;1,036
13.08.2023 05:33:39;0,95;1,319;1,15
13.08.2023 06:33:36;0,963;1,254;1,066
13.08.2023 07:33:36;1,075;1,378;1,109
13.08.2023 08:33:36;0,995;1,375;1,097
13.08.2023 09:33:36;1,078;1,345;1,188
13.08.2023 10:33:37;1,021;1,271;1,153
13.08.2023 11:33:39;1,043;1,463;1,124
13.08.2023 12:33:35;1,146;1,349;1,208
13.08.2023 13:33:36;1,009;1,355;1,081
13.08.2023 14:33:38;0,945;1,229;1,167
13.08.2023 15:33:38;1,13;1,471;1,181
13.08.2023 16:33:35;0,964;1,258;1,148
13.08.2023 17:33:37;1,043;1,264;1,064
13.08.2023 18:33:38;1,028;1,312;1,26
13.08.2023 19:33:37;1,104;1,415;1,147
13.08.2023 20:33:39;1,064;1,259;1,177
13.08.2023 21:33:39;0,945;1,223;1,113
13.08.2023 22:33:36;1,059;1,345;1,19
13.08.2023 23:33:37;1,032;1,261;1,21
14.08.2023 00:33:37;0,928;1,115;1,107
14.08.2023 01:33:37;1,089;1,354;1,038
14.08.2023 02:33:36;1,155;1,385;1,151
14.08.2023 03:33:36;1,126;1,422;1,301
14.08.2023 04:33:35;1,064;1,482;1,345
14.08.2023 05:33:35;0,903;1,172;1,055
14.08.2023 06:33:38;1,012;1,26;1,092
14.08.2023 07:33:37;0,992;1,346;1,281
14.08.2023 08:33:39;0,991;1,238;1,064
14.08.2023 09:33:38;0,921;1,184;1,043
14.08.2023 10:33:38;1,081;1,437;1,196
14.08.2023 11:33:37;1,022;1,379;1,193
14.08.2023 12:33:38;0,989;1,275;0,932
14.08.2023 13:33:39;0,962;1,186;1,169
14.08.2023 14:33:34;1,092;1,337;1,022
14.08.2023 15:33:35;0,964;1,201;1,178
14.08.2023 16:33:37;0,889;1,158;1,001
14.08.2023 17:33:38;1,02;1,235;0,978
14.08.2023 18:33:39;1,14;1,479;1,035
14.08.2023 19:33:35;0,93;1,162;1,189
14.08.2023 20:33:35;1,053;1,349;1,022
14.08.2023 21:33:35;0,957;1,198;1,128
14.08.2023 22:33:35;1,025;1,44;1,057
14.08.2023 23:33:37;1,047;1,284;1,121
15.08.2023 00:33:35;1,017;1,363;1,119
15.08.2023 01:33:35;1,045;1,292;1,246
15.08.2023 02:33:35;0,999;1,295;0,927
15.08.2023 03:33:34;1,128;1,346;1,177
15.08.2023 04:33:35;1,032;1,381;1,113
15.08.2023 05:33:38;0,948;1,215;1,074
15.08.2023 06:33:38;1,036;1,29;1,179
15.08.2023 07:33:36;1,028;1,426;0,972
15.08.2023 08:33:36;1,016;1,527;1,093
15.08.2023 09:33:37;1,019;1,286;1,196
15.08.2023 10:33:39;1,092;1,405;1,111
15.08.2023 11:33:37;1,066;1,52;1,05
15.08.2023 12:33:35;0,982;1,432;1,033
15.08.2023 13:33:38;0,897;1,167;1,003
15.08.2023 14:33:37;0,99;1,369;1,159
15.08.2023 15:33:34;0,93;1,261;1,07
15.08.2023 16:33:38;0,973;1,43;1,004
15.08.2023 17:33:36;1,021;1,284;1,078
15.08.2023 18:33:37;1,032;1,371;1,054
15.08.2023 19:33:35;0,925;1,298;1,036
15.08.2023 20:33:39;0,973;1,293;1,105
15.08.2023 21:33:35;1,063;1,311;1,108
15.08.2023 22:33:39;0,987;1,363;1,158
15.08.2023 23:33:37;0,968;1,334;1,181
16.08.2023 00:33:37;0,991;1,345;1,124
16.08.2023 01:33:38;1,085;1,398;1,041
16.08.2023 02:33:38;1,153;1,447;1,236
16.08.2023 03:33:37;1,111;1,389;1,118
16.08.2023 04:33:37;1,184;1,488;1,101
16.08.2023 05:33:35;1,005;1,393;1,141
16.08.2023 06:33:39;1,06;1,433;1,033
16.08.2023 07:33:36;1,076;1,4;1,12
16.08.2023 08:33:38;0,923;1,285;0,999
16.08.2023 09:33:35;1,008;1,51;1,024
16.08.2023 10:33:36;1,045;1,413;1,059
16.08.2023 11:33:37;0,974;1,313;1,05
16.08.2023 12:33:38;0,911;1,292;1,085
16.08.2023 13:33:39;0,927;1,338;1,154
16.08.2023 14:33:35;1,008;1,219;0,981
16.08.2023 15:33:38;0,982;1,265;0,978
16.08.2023 16:33:37;0,972;1,303;1,039
16.08.2023 17:33:36;0,923;1,265;1,165
16.08.2023 18:33:37;0,946;1,267;1,006
16.08.2023 19:33:34;1,015;1,532;1,048
16.08.2023 20:33:38;0,95;1,373;1,148
16.08.2023 21:33:34;0,938;1,422;1,027
16.08.2023 22:33:37;1,092;1,375;1,041
16.08.2023 23:33:35;1,013;1,438;0,999
17.08.2023 00:33:37;1,016;1,289;1,023
17.08.2023 01:33:37;1,024;1,366;1,118
17.08.2023 02:33:37;0,927;1,363;0,991
17.08.2023 03:33:38;1,095;1,415;1,01
17.08.2023 04:33:39;0,97;1,409;1,138
17.08.2023 05:33:38;1,011;1,324;1,127
17.08.2023 06:33:36;1,073;1,412;1,265
17.08.2023 07:33:40;1,029;1,314;1,082
