t,aX,aY,aZ
740.5169999996363,-0.357,1.604,-0.357
740.5379999996362,-0.126,1.577,-0.236
740.5579999996362,0.049,1.516,-0.066
740.5789999996362,0.088,1.560,0.110
740.5999999996361,0.165,1.472,0.286
740.6199999996361,-0.110,1.401,0.500
740.640999999636,-0.214,1.390,0.676
740.661999999636,-0.214,1.373,0.840
740.681999999636,-0.291,1.324,0.956
740.702999999636,-0.209,1.461,1.038
740.7239999996359,-0.033,1.500,1.126
740.7439999996359,0.016,1.445,1.126
740.7649999996358,0.055,1.461,1.154
740.7859999996358,0.165,1.280,1.181
740.8069999996358,-0.055,1.192,1.044
740.8269999996357,-0.214,1.088,0.939
740.8479999996357,-0.236,1.022,0.818
740.8689999996357,-0.549,0.961,0.445
740.8889999996356,-0.588,1.038,0.269
740.9099999996356,-0.478,1.022,0.093
740.9309999996356,-0.357,1.000,-0.115
740.9509999996355,-0.225,0.939,-0.115
740.9719999996355,0.005,0.753,-0.082
740.9929999996355,-0.104,0.692,-0.049
741.0129999996354,-0.214,0.494,-0.049
741.0339999996354,-0.236,0.330,-0.055
741.0549999996354,-0.555,0.286,-0.302
741.0759999996353,-0.593,0.198,-0.461
741.0959999996353,-0.478,0.088,-0.676
741.1169999996353,-0.297,0.066,-0.934
741.1379999996352,-0.115,-0.044,-0.978
741.1579999996352,0.209,-0.137,-0.972
741.1789999996352,0.275,-0.159,-0.818
741.1999999996351,0.209,-0.170,-0.709
741.2199999996351,0.214,-0.110,-0.511
741.240999999635,-0.143,-0.099,-0.406
741.261999999635,-0.275,0.038,-0.385
741.281999999635,-0.280,0.071,-0.385
741.302999999635,-0.236,0.077,-0.489
741.3239999996349,-0.192,0.044,-0.516
741.3449999996349,0.005,-0.049,-0.544
741.3649999996348,0.005,-0.082,-0.588
741.3859999996348,-0.055,-0.170,-0.604
741.4069999996348,-0.049,-0.203,-0.593
741.4269999996347,-0.187,-0.220,-0.698
741.4479999996347,-0.258,-0.181,-0.764
741.4689999996347,-0.192,-0.181,-0.824
741.4889999996346,-0.093,-0.192,-0.901
741.5099999996346,-0.066,-0.269,-0.950
741.5309999996346,0.115,-0.374,-0.945
741.5509999996345,0.132,-0.417,-1.033
741.5719999996345,0.038,-0.456,-1.099
741.5929999996345,0.027,-0.368,-1.132
741.6139999996344,-0.104,-0.363,-1.198
741.6339999996344,-0.198,-0.110,-1.214
741.6549999996344,-0.104,0.099,-1.126
741.6759999996343,0.044,0.148,-0.961
741.6959999996343,0.082,0.297,-0.906
741.7169999996343,0.385,0.291,-0.599
741.7379999996342,0.588,0.253,-0.368
741.7579999996342,0.560,0.159,-0.335
741.7789999996342,0.703,0.110,-0.137
741.7999999996341,0.637,0.055,-0.071
741.8199999996341,0.511,0.126,-0.093
741.840999999634,0.571,0.280,0.022
741.861999999634,0.632,0.280,-0.033
741.882999999634,0.577,0.478,-0.110
741.902999999634,0.829,0.566,-0.132
741.9239999996339,0.994,0.555,-0.302
741.9449999996339,0.956,0.560,-0.406
741.9649999996338,1.192,0.555,-0.511
741.9859999996338,1.285,0.511,-0.676
742.0069999996338,1.198,0.588,-0.775
742.0269999996337,1.390,0.742,-0.753
742.0479999996337,1.483,0.764,-0.681
742.0689999996337,1.406,1.000,-0.709
742.0889999996336,1.631,1.176,-0.357
742.1099999996336,1.747,1.203,-0.104
742.1309999996336,1.659,1.291,-0.093
742.1519999996335,1.868,1.302,0.203
742.1719999996335,1.901,1.258,0.236
742.1929999996335,1.769,1.274,0.198
742.2139999996334,1.901,1.357,0.236
742.2339999996334,1.939,1.357,0.247
742.2549999996334,1.813,1.555,0.214
742.2759999996333,2.032,1.703,0.505
742.2959999996333,2.137,1.736,0.862
742.3169999996333,2.016,1.846,0.923
742.3379999996332,2.164,1.912,1.401
742.3579999996332,2.082,1.917,1.571
742.3789999996332,1.917,2.038,1.599
742.3999999996331,1.868,2.197,1.533
742.4209999996331,1.791,2.241,1.340
742.440999999633,1.631,2.461,1.269
742.461999999633,1.752,2.615,1.132
742.482999999633,1.879,2.653,1.132
742.502999999633,1.780,2.741,1.126
742.5239999996329,1.923,2.763,1.291
742.5449999996329,1.835,2.741,1.395
742.5649999996328,1.681,2.763,1.401
742.5859999996328,1.538,2.818,1.401
742.6069999996328,1.395,2.812,1.263
742.6269999996327,1.263,2.900,1.225
742.6479999996327,1.302,2.972,1.082
742.6689999996327,1.324,2.961,0.978
742.6899999996326,1.263,3.005,0.923
742.7099999996326,1.198,3.043,0.802
742.7309999996326,1.011,3.043,0.632
742.7519999996325,0.879,3.087,0.549
742.7719999996325,0.654,3.164,0.231
742.7929999996325,0.577,3.164,-0.148
742.8139999996324,0.483,3.175,-0.275
742.8339999996324,0.505,3.175,-0.643
742.8549999996324,0.544,3.131,-0.851
742.8759999996323,0.461,3.016,-0.934
742.8959999996323,0.324,2.961,-0.983
742.9169999996323,0.137,2.900,-0.956
742.9379999996322,-0.011,2.769,-0.972
742.9589999996322,-0.225,2.736,-0.912
742.9789999996322,-0.236,2.675,-0.934
742.9999999996321,-0.324,2.538,-0.967
743.0209999996321,-0.280,2.488,-1.082
743.040999999632,-0.242,2.428,-1.208
743.061999999632,-0.330,2.247,-1.280
743.082999999632,-0.560,2.214,-1.368
743.102999999632,-0.780,2.153,-1.368
743.1239999996319,-0.956,1.967,-1.412
743.1449999996319,-1.165,1.923,-1.384
743.1649999996318,-1.038,1.835,-1.434
743.1859999996318,-1.104,1.588,-1.494
743.2069999996318,-0.906,1.434,-1.736
743.2279999996317,-0.725,1.302,-1.967
743.2479999996317,-0.807,0.934,-2.104
743.2689999996317,-0.989,0.802,-2.318
743.2899999996316,-1.187,0.670,-2.368
743.3099999996316,-1.379,0.450,-2.433
743.3309999996316,-1.626,0.439,-2.357
743.3519999996315,-1.516,0.379,-2.236
743.3719999996315,-1.615,0.269,-2.252
743.3929999996315,-1.445,0.247,-2.164
743.4139999996314,-1.247,0.176,-2.087
743.4339999996314,-1.324,-0.005,-2.126
743.4549999996314,-1.445,-0.033,-1.972
743.4759999996313,-1.533,-0.115,-1.719
743.4969999996313,-1.697,-0.203,-1.675
743.5169999996313,-1.840,-0.143,-1.285
743.5379999996312,-1.664,-0.148,-0.961
743.5589999996312,-1.736,-0.115,-0.890
743.5789999996312,-1.533,-0.110,-0.780
743.5999999996311,-1.307,-0.137,-0.873
743.6209999996311,-1.335,-0.269,-0.983
743.640999999631,-1.302,-0.313,-1.011
743.661999999631,-1.154,-0.374,-0.604
743.682999999631,-1.219,-0.379,-0.483
743.702999999631,-1.121,-0.357,0.511
743.7239999996309,-0.923,-0.363,1.395
743.7449999996309,-0.945,-0.417,1.719
743.7659999996308,-0.879,-0.522,2.472
743.7859999996308,-0.797,-0.615,2.675
743.8069999996308,-0.840,-0.775,2.708
743.8279999996307,-0.884,-0.764,2.615
743.8479999996307,-0.753,-0.758,2.714
743.8689999996307,-0.758,-0.538,2.725
743.8899999996306,-0.698,-0.324,3.148
743.9099999996306,-0.533,-0.181,3.466
743.9309999996306,-0.527,-0.027,3.571
743.9519999996305,-0.527,-0.022,3.543
743.9719999996305,-0.434,-0.066,3.214
743.9929999996305,-0.439,-0.253,3.032
744.0139999996304,-0.423,-0.313,2.214
744.0349999996304,-0.225,-0.357,1.631
744.0549999996304,-0.192,-0.280,1.346
744.0759999996303,-0.126,-0.121,0.934
744.0969999996303,-0.044,-0.016,0.890
744.1169999996303,-0.060,0.093,0.846
744.1379999996302,-0.236,0.077,0.797
744.1589999996302,-0.198,0.033,0.692
744.1789999996302,-0.225,-0.165,0.599
744.1999999996301,-0.214,-0.209,0.324
744.2209999996301,0.022,-0.247,0.330
744.24099999963,0.088,-0.181,0.291
744.26199999963,0.093,-0.049,0.626
744.28299999963,0.165,0.071,1.093
744.3039999996299,0.137,0.170,1.285
744.3239999996299,-0.071,0.165,1.714
744.3449999996299,0.005,0.126,1.978
744.3659999996298,-0.005,-0.077,2.054
744.3859999996298,-0.060,-0.143,2.021
744.4069999996298,0.126,-0.203,1.956
744.4279999996297,0.154,-0.203,1.868
744.4479999996297,0.066,-0.121,1.434
744.4689999996297,0.170,-0.033,1.126
744.4899999996296,0.159,-0.016,0.901
744.5099999996296,0.011,-0.016,0.242
744.5309999996296,0.170,-0.033,-0.187
744.5519999996295,0.209,-0.115,-0.472
744.5729999996295,0.170,-0.038,-1.181
744.5929999996295,0.363,0.077,-1.527
744.6139999996294,0.406,0.324,-1.769
744.6349999996294,0.236,0.494,-2.142
744.6549999996294,0.258,0.681,-2.120
744.6759999996293,0.214,0.731,-2.148
744.6969999996293,-0.082,0.731,-2.054
744.7169999996293,-0.022,0.687,-1.884
744.7379999996292,-0.038,0.577,-1.857
744.7589999996292,-0.132,0.604,-1.950
744.7789999996291,0.016,0.665,-1.917
744.7999999996291,0.060,0.857,-1.967
744.8209999996291,-0.115,1.016,-1.917
744.841999999629,-0.137,1.198,-1.648
744.861999999629,-0.203,1.329,-1.533
744.882999999629,-0.555,1.373,-1.214
744.9039999996289,-0.588,1.406,-0.961
744.9239999996289,-0.626,1.428,-0.862
744.9449999996289,-0.764,1.494,-0.797
744.9659999996288,-0.692,1.593,-0.747
744.9859999996288,-0.654,1.741,-0.758
745.0069999996288,-0.807,1.818,-0.818
745.0279999996287,-0.857,1.912,-0.797
745.0479999996287,-0.879,1.884,-0.818
745.0689999996287,-1.022,1.829,-0.912
745.0899999996286,-0.978,1.747,-1.049
745.1109999996286,-0.895,1.620,-1.170
745.1309999996286,-0.851,1.577,-1.593
745.1519999996285,-0.802,1.582,-1.857
745.1729999996285,-0.747,1.582,-2.060
745.1929999996285,-0.961,1.582,-2.318
745.2139999996284,-1.082,1.582,-2.439
745.2349999996284,-1.143,1.500,-2.532
745.2549999996284,-1.307,1.434,-2.769
745.2759999996283,-1.258,1.346,-2.928
745.2969999996283,-1.170,1.198,-3.054
745.3169999996283,-1.230,1.137,-3.208
745.3379999996282,-1.302,1.115,-3.137
745.3589999996282,-1.324,1.066,-3.076
745.3799999996281,-1.582,1.027,-2.708
745.3999999996281,-1.593,1.055,-2.340
745.4209999996281,-1.522,0.956,-2.043
745.441999999628,-1.417,0.890,-1.599
745.461999999628,-1.269,0.791,-1.335
745.482999999628,-1.082,0.599,-1.154
745.5039999996279,-1.187,0.505,-0.939
745.5239999996279,-1.329,0.423,-0.720
745.5449999996279,-1.384,0.330,-0.555
745.5659999996278,-1.763,0.269,-0.126
745.5859999996278,-1.851,0.335,0.203
745.6069999996278,-1.818,0.324,0.472
745.6279999996277,-1.763,0.253,0.703
745.6489999996277,-1.631,0.104,0.577
745.6689999996277,-1.401,-0.275,0.439
745.6899999996276,-1.467,-0.412,-0.269
745.7109999996276,-1.615,-0.593,-0.555
745.7309999996276,-1.653,-0.643,-0.764
745.7519999996275,-2.060,-0.709,-0.489
745.7729999996275,-2.137,-0.604,0.126
745.7929999996275,-2.049,-0.736,0.758
745.8139999996274,-1.890,-0.829,1.978
745.8349999996274,-1.664,-1.082,2.576
745.8549999996274,-1.313,-1.291,3.071
745.8759999996273,-1.230,-1.379,3.126
745.8969999996273,-1.307,-1.115,3.060
745.9179999996272,-1.313,-0.648,2.972
745.9379999996272,-1.725,-0.571,3.093
745.9589999996272,-1.862,0.027,3.378
745.9799999996271,-1.862,0.203,3.719
745.9999999996271,-1.730,0.214,4.026
746.0209999996271,-1.500,0.126,3.994
746.041999999627,-1.066,-0.066,3.884
746.061999999627,-0.780,-0.126,2.999
746.082999999627,-0.747,-0.082,2.384
746.1039999996269,-0.665,0.115,1.697
746.1239999996269,-0.950,0.165,0.917
746.1449999996269,-1.066,0.467,0.780
746.1659999996268,-1.055,0.500,0.758
746.1869999996268,-0.895,0.511,0.989
746.2069999996268,-0.709,0.330,1.104
746.2279999996267,-0.335,0.148,1.208
746.2489999996267,-0.071,0.088,0.928
746.2689999996267,-0.104,0.126,0.758
746.2899999996266,-0.104,0.330,0.549
746.3109999996266,-0.439,0.379,0.560
746.3309999996266,-0.615,0.725,0.824
746.3519999996265,-0.709,0.884,1.247
746.3729999996265,-0.604,0.923,1.972
746.3929999996265,-0.516,0.950,2.307
746.4139999996264,-0.181,0.840,2.692
746.4349999996264,0.016,0.807,2.741
746.4559999996263,-0.060,0.775,2.653
746.4759999996263,-0.110,0.840,2.455
746.4969999996263,-0.423,0.840,2.016
746.5179999996262,-0.582,1.077,1.829
746.5379999996262,-0.582,1.252,1.620
746.5589999996262,-0.324,1.280,1.428
746.5799999996261,-0.225,1.412,1.307
746.5999999996261,0.264,1.412,1.115
746.6209999996261,0.538,1.401,0.489
746.641999999626,0.467,1.379,0.104
746.661999999626,0.439,1.351,-0.544
746.682999999626,0.159,1.324,-1.198
746.7039999996259,-0.027,1.379,-1.368
746.7249999996259,-0.005,1.450,-1.412
746.7449999996259,0.209,1.461,-1.088
746.7659999996258,0.220,1.577,-0.939
746.7869999996258,0.714,1.626,-0.582
746.8069999996258,0.928,1.615,-0.698
746.8279999996257,0.829,1.626,-0.879
746.8489999996257,0.813,1.599,-1.313
746.8689999996257,0.566,1.566,-1.769
746.8899999996256,0.379,1.527,-1.857
746.9109999996256,0.417,1.467,-1.675
746.9309999996256,0.577,1.406,-1.082
746.9519999996255,0.494,1.302,-0.879
746.9729999996255,0.829,1.230,-0.269
746.9939999996254,0.791,1.159,-0.159
747.0139999996254,0.615,1.170,-0.253
747.0349999996254,0.357,1.247,-0.549
747.0559999996253,0.055,1.236,-0.950
747.0759999996253,-0.165,1.357,-1.082
747.0969999996253,-0.027,1.417,-1.016
747.1179999996252,0.253,1.395,-0.709
747.1379999996252,0.187,1.357,-0.648
747.1589999996252,0.538,1.274,-0.286
747.1799999996251,0.417,1.198,-0.467
747.1999999996251,0.264,1.099,-0.610
747.2209999996251,-0.203,1.082,-1.198
747.241999999625,-0.632,1.033,-1.862
747.262999999625,-0.840,1.055,-2.082
747.282999999625,-0.884,1.022,-2.346
747.3039999996249,-0.676,0.983,-2.379
747.3249999996249,-0.714,0.868,-2.444
747.3449999996249,-0.379,0.775,-2.357
747.3659999996248,-0.500,0.703,-2.554
747.3869999996248,-0.615,0.687,-2.664
747.4069999996248,-1.313,0.725,-2.917
747.4279999996247,-1.719,0.720,-3.060
747.4489999996247,-1.901,0.818,-3.142
747.4689999996247,-1.456,0.802,-2.845
747.4899999996246,-0.489,0.775,-2.450
747.5109999996246,-0.291,0.626,-2.384
747.5319999996245,0.604,0.483,-1.956
747.5519999996245,0.599,0.396,-1.928
747.5729999996245,0.505,0.313,-1.956
747.5939999996244,-0.390,0.308,-2.186
747.6139999996244,-0.939,0.297,-2.554
747.6349999996244,-1.176,0.313,-2.670
747.6559999996243,-0.994,0.374,-3.005
747.6759999996243,-0.242,0.374,-2.966
747.6969999996243,-0.104,0.434,-2.972
747.7179999996242,0.676,0.439,-2.362
747.7379999996242,0.758,0.406,-1.708
747.7589999996242,0.676,0.187,-1.533
747.7799999996241,-0.132,0.027,-0.742
747.8009999996241,-0.687,-0.082,-0.264
747.8209999996241,-0.956,-0.203,-0.148
747.841999999624,-0.890,-0.176,0.170
747.862999999624,-0.159,-0.187,0.396
747.882999999624,-0.027,-0.247,0.439
747.9039999996239,0.758,-0.324,0.950
747.9249999996239,0.934,-0.385,1.395
747.9449999996239,0.851,-0.588,1.505
747.9659999996238,0.220,-0.571,1.747
747.9869999996238,-0.198,-0.599,1.582
748.0069999996238,-0.461,-0.341,1.505
748.0279999996237,-0.626,-0.011,0.939
748.0489999996237,-0.330,0.121,0.308
748.0699999996236,-0.368,0.253,0.099
748.0899999996236,-0.066,0.203,-0.467
748.1109999996236,0.071,0.121,-0.621
748.1319999996235,-0.022,-0.346,-0.687
748.1519999996235,-0.341,-0.555,-0.599
748.1729999996235,-0.472,-0.709,-0.615
748.1939999996234,-0.665,-0.747,-0.648
748.2139999996234,-0.654,-0.472,-0.906
748.2349999996234,-0.286,-0.357,-1.165
748.2559999996233,-0.280,-0.132,-1.280
748.2759999996233,0.033,-0.088,-1.274
748.2969999996233,0.231,-0.137,-0.923
748.3179999996232,0.170,-0.560,-0.846
748.3389999996232,0.011,-0.753,-0.132
748.3589999996232,-0.005,-0.917,0.472
748.3799999996231,-0.126,-0.956,0.626
748.4009999996231,-0.159,-0.665,1.219
748.4209999996231,0.000,-0.516,1.577
748.441999999623,-0.044,-0.104,1.631
748.462999999623,-0.055,0.110,1.741
748.482999999623,-0.104,0.170,1.626
748.5039999996229,-0.209,-0.049,1.522
748.5249999996229,-0.571,-0.209,1.132
748.5449999996229,-0.731,-0.357,0.703
748.5659999996228,-0.868,-0.423,0.500
748.5869999996228,-1.000,-0.220,-0.110
748.6079999996227,-0.934,-0.099,-0.489
748.6279999996227,-0.961,0.302,-0.676
748.6489999996227,-1.027,0.516,-0.786
748.6699999996226,-1.060,0.621,-0.588
748.6899999996226,-1.126,0.615,-0.566
748.7109999996226,-1.357,0.615,-0.115
748.7319999996225,-1.346,0.588,0.291
748.7519999996225,-1.384,0.736,0.374
748.7729999996225,-1.351,1.011,0.643
748.7939999996224,-1.159,1.187,0.758
748.8139999996224,-1.115,1.609,0.742
748.8349999996224,-1.137,1.796,0.802
748.8559999996223,-1.093,1.879,0.961
748.8769999996223,-1.126,1.725,0.961
748.8969999996223,-1.280,1.544,1.258
748.9179999996222,-1.198,1.390,1.538
748.9389999996222,-1.208,1.170,1.588
748.9589999996222,-1.280,1.148,1.796
748.9799999996221,-1.263,1.154,1.780
749.0009999996221,-1.318,1.241,1.730
749.0209999996221,-1.780,1.291,1.302
749.041999999622,-1.983,1.313,0.780
749.062999999622,-2.126,1.247,0.527
749.082999999622,-2.368,1.225,-0.110
749.1039999996219,-2.192,1.198,-0.396
749.1249999996219,-2.159,1.203,-0.533
749.1459999996218,-2.115,1.269,-0.615
749.1659999996218,-2.038,1.307,-0.621
749.1869999996218,-2.054,1.302,-0.654
749.2079999996217,-2.499,1.247,-0.791
749.2279999996217,-2.686,1.176,-0.967
749.2489999996217,-2.823,0.857,-1.066
749.2699999996216,-3.192,0.676,-1.313
749.2899999996216,-3.109,0.511,-1.368
749.3109999996216,-3.120,0.319,-1.417
749.3319999996215,-3.170,0.335,-1.329
749.3519999996215,-3.060,0.357,-1.208
749.3729999996215,-3.054,0.450,-1.192
749.3939999996214,-3.318,0.527,-1.198
749.4149999996214,-3.274,0.582,-1.252
749.4349999996214,-3.312,0.494,-1.307
749.4559999996213,-3.675,0.467,-1.351
749.4769999996213,-3.724,0.428,-1.247
749.4969999996213,-3.807,0.363,-1.225
749.5179999996212,-3.790,0.417,-1.060
749.5389999996212,-3.214,0.467,-0.895
749.5589999996212,-2.884,0.533,-0.846
749.5799999996211,-2.126,0.582,-0.698
749.6009999996211,-1.648,0.610,-0.478
749.6209999996211,-1.423,0.538,-0.406
749.641999999621,-1.769,0.588,-0.176
749.662999999621,-1.967,0.659,-0.005
749.6839999996209,-2.137,0.786,0.033
749.7039999996209,-2.357,0.829,-0.110
749.7249999996209,-2.049,0.829,-0.324
749.7459999996208,-1.846,0.500,-0.489
749.7659999996208,-1.285,0.275,-1.126
749.7869999996208,-0.851,-0.033,-1.450
749.8079999996207,-0.588,-0.445,-1.637
749.8279999996207,-0.654,-0.566,-1.615
749.8489999996207,-0.829,-0.703,-1.165
749.8699999996206,-0.961,-0.742,-0.956
749.8899999996206,-1.357,-0.709,-0.209
749.9109999996206,-1.296,-0.654,0.428
749.9319999996205,-1.214,-0.615,0.714
749.9529999996205,-0.873,-0.560,1.066
749.9729999996205,-0.588,-0.472,1.214
749.9939999996204,-0.374,-0.269,1.225
750.0149999996204,-0.434,-0.148,1.143
750.0349999996204,-0.566,0.060,1.313
750.0559999996203,-0.648,0.099,1.351
750.0769999996203,-1.093,0.038,1.439
750.0969999996203,-1.296,-0.110,1.511
750.1179999996202,-1.395,-0.533,1.478
750.1389999996202,-1.522,-0.720,1.143
750.1589999996202,-1.384,-1.005,0.857
750.1799999996201,-1.203,-1.115,0.632
750.2009999996201,-0.895,-1.077,-0.044
750.22199999962,-0.709,-0.840,-0.363
750.24199999962,-0.516,-0.582,-0.604
750.26299999962,-0.621,-0.538,-0.989
750.2839999996199,-0.676,-0.428,-1.104
750.3039999996199,-0.654,-0.588,-1.219
750.3249999996199,-0.720,-0.681,-1.434
750.3459999996198,-0.560,-0.775,-1.423
750.3659999996198,-0.335,-0.775,-1.450
750.3869999996198,0.055,-0.769,-1.214
750.4079999996197,0.352,-0.516,-0.802
750.4279999996197,0.687,-0.335,-0.544
750.4489999996197,0.747,-0.335,0.082
750.4699999996196,0.643,-0.352,0.478
750.4909999996196,0.610,-0.643,0.709
750.5109999996196,0.115,-0.775,0.961
750.5319999996195,-0.022,-0.912,1.038
750.5529999996195,-0.016,-0.764,1.055
750.5729999996195,0.104,-0.731,0.939
750.5939999996194,0.319,-0.110,0.840
750.6149999996194,0.643,0.439,0.747
750.6349999996194,0.692,0.538,0.522
750.6559999996193,0.615,0.906,0.363
750.6769999996193,0.604,0.835,0.225
750.6969999996193,0.165,0.747,-0.148
750.7179999996192,0.011,0.621,-0.324
750.7389999996192,0.027,0.571,-0.467
750.7599999996191,0.099,0.522,-0.555
750.7799999996191,0.253,0.846,-0.467
750.8009999996191,0.549,1.165,-0.385
750.821999999619,0.571,1.198,-0.209
750.841999999619,0.461,1.450,-0.099
750.862999999619,0.423,1.373,-0.060
750.8839999996189,-0.022,1.307,-0.203
750.9039999996189,-0.121,1.208,-0.390
750.9249999996189,-0.038,1.181,-0.566
750.9459999996188,0.297,1.154,-0.934
750.9659999996188,0.599,1.472,-1.005
750.9869999996188,1.077,1.752,-1.044
751.0079999996187,1.258,1.785,-0.846
751.0289999996187,1.148,1.945,-0.610
751.0489999996187,1.033,1.802,-0.412
751.0699999996186,0.445,1.758,-0.269
751.0909999996186,0.247,1.593,-0.269
751.1109999996186,0.192,1.588,-0.291
751.1319999996185,0.560,1.593,-0.494
751.1529999996185,0.857,1.989,-0.538
751.1729999996185,1.390,2.373,-0.555
751.1939999996184,1.708,2.477,-0.472
751.2149999996184,1.626,2.741,-0.357
751.2349999996184,1.511,2.593,-0.209
751.2559999996183,0.906,2.560,-0.286
751.2769999996183,0.626,2.230,-0.445
751.2979999996182,0.428,2.027,-0.643
751.3179999996182,0.538,1.972,-1.247
751.3389999996182,0.610,2.065,-1.549
751.3599999996181,0.939,2.225,-1.824
751.3799999996181,1.066,2.247,-2.137
751.4009999996181,0.939,2.269,-2.170
751.421999999618,0.818,2.016,-2.164
751.441999999618,0.176,1.934,-2.159
751.462999999618,-0.181,1.615,-2.126
751.4839999996179,-0.511,1.505,-2.093
751.5039999996179,-0.297,1.467,-2.148
751.5249999996179,-0.093,1.703,-2.093
751.5459999996178,0.758,1.890,-2.010
751.5669999996178,1.555,1.934,-1.774
751.5869999996178,1.620,1.868,-1.516
751.6079999996177,1.697,1.522,-1.187
751.6289999996177,0.895,1.379,-0.775
751.6489999996177,0.472,0.950,-0.566
751.6699999996176,-0.093,0.824,-0.357
751.6909999996176,-0.104,0.764,-0.308
751.7109999996176,-0.110,0.934,-0.275
751.7319999996175,0.604,1.104,-0.247
751.7529999996175,1.263,1.126,-0.148
751.7729999996175,1.296,1.165,0.022
751.7939999996174,1.527,1.071,0.253
751.8149999996174,1.088,1.000,0.544
751.8359999996173,0.775,0.775,0.670
751.8559999996173,0.341,0.516,0.802
751.8769999996173,0.231,0.385,0.747
751.8979999996172,0.115,0.088,0.703
751.9179999996172,0.621,-0.093,0.648
751.9389999996172,1.005,-0.198,0.654
751.9599999996171,0.950,-0.357,0.764
751.9799999996171,1.027,-0.555,0.989
752.0009999996171,0.632,-0.681,1.368
752.021999999617,0.368,-0.994,1.522
752.041999999617,0.033,-1.148,1.741
752.062999999617,-0.170,-1.247,1.637
752.0839999996169,-0.357,-1.033,1.494
752.1049999996169,-0.406,-0.527,1.236
752.1249999996169,-0.637,-0.379,0.862
752.1459999996168,-0.829,0.313,0.758
752.1669999996168,-1.143,0.544,0.731
752.1869999996168,-1.483,0.588,0.879
752.2079999996167,-1.670,0.302,0.945
752.2289999996167,-1.857,-0.159,1.181
752.2489999996167,-1.912,-0.374,1.176
752.2699999996166,-2.027,-0.753,1.093
752.2909999996166,-2.005,-0.687,0.917
752.3109999996166,-2.093,-0.681,0.571
752.3319999996165,-2.197,-0.236,0.428
752.3529999996165,-2.329,0.027,0.324
752.3739999996164,-2.269,0.099,0.297
752.3939999996164,-2.335,0.055,0.258
752.4149999996164,-1.994,-0.181,0.346
752.4359999996163,-1.631,-0.297,0.203
752.4559999996163,-1.604,-0.450,0.104
752.4769999996163,-1.494,-0.324,-0.071
752.4979999996162,-1.681,-0.297,-0.264
752.5179999996162,-1.807,0.038,-0.357
752.5389999996162,-2.137,0.203,-0.335
752.5599999996161,-2.230,0.247,-0.341
752.5799999996161,-2.340,0.203,-0.401
752.6009999996161,-2.186,0.082,-0.390
752.621999999616,-1.934,-0.005,-0.681
752.642999999616,-1.945,-0.121,-0.818
752.662999999616,-1.813,-0.088,-1.176
752.6839999996159,-1.857,-0.115,-1.522
752.7049999996159,-1.961,-0.082,-1.664
752.7249999996159,-2.181,-0.093,-1.631
752.7459999996158,-2.153,-0.126,-1.434
752.7669999996158,-2.247,-0.247,-1.439
752.7869999996158,-2.065,-0.258,-1.088
752.8079999996157,-1.840,-0.291,-1.055
752.8289999996157,-1.890,-0.187,-1.099
752.8489999996157,-1.945,0.016,-1.285
752.8699999996156,-2.038,0.077,-1.582
752.8909999996156,-2.186,0.198,-1.708
752.9119999996155,-2.258,0.225,-1.785
752.9319999996155,-1.967,0.203,-1.736
752.9529999996155,-1.994,0.115,-1.752
752.9739999996154,-1.549,0.176,-1.604
752.9939999996154,-1.219,0.165,-1.692
753.0149999996154,-1.252,0.264,-1.730
753.0359999996153,-1.362,0.439,-2.010
753.0559999996153,-1.577,0.478,-2.324
753.0769999996153,-1.802,0.483,-2.422
753.0979999996152,-2.076,0.505,-2.571
753.1179999996152,-1.824,0.461,-2.549
753.1389999996152,-1.884,0.335,-2.549
753.1599999996151,-1.390,0.401,-2.450
753.1809999996151,-0.901,0.379,-2.516
753.2009999996151,-0.862,0.500,-2.538
753.221999999615,-0.709,0.780,-2.725
753.242999999615,-0.566,0.879,-2.840
753.262999999615,-0.659,1.115,-2.889
753.2839999996149,-0.489,1.313,-2.664
753.3049999996149,-0.011,1.373,-2.258
753.3249999996149,0.044,1.406,-2.164
753.3459999996148,0.494,1.489,-1.582
753.3669999996148,0.764,1.478,-1.236
753.3869999996148,0.753,1.456,-1.176
753.4079999996147,0.610,1.555,-0.978
753.4289999996147,0.544,1.566,-0.851
753.4499999996146,0.423,1.620,-0.851
753.4699999996146,0.401,1.719,-0.560
753.4909999996146,0.687,1.730,-0.187
753.5119999996145,0.736,1.758,-0.110
753.5319999996145,1.022,1.840,0.275
753.5529999996145,1.049,1.873,0.346
753.5739999996144,0.983,2.000,0.324
753.5939999996144,0.313,2.170,0.055
753.6149999996144,-0.071,2.252,-0.302
753.6359999996143,-0.286,2.406,-0.456
753.6559999996143,-0.192,2.450,-0.714
753.6769999996143,0.494,2.444,-0.698
753.6979999996142,0.758,2.274,-0.731
753.7189999996142,1.406,2.109,-0.516
753.7389999996142,1.467,1.978,-0.434
753.7599999996141,1.417,1.681,-0.445
753.7809999996141,0.599,1.527,-0.571
753.8009999996141,0.093,1.401,-0.692
753.821999999614,-0.181,1.198,-0.780
753.842999999614,-0.379,1.082,-0.665
753.862999999614,0.066,0.967,-0.231
753.8839999996139,0.242,0.813,-0.126
753.9049999996139,0.654,0.802,0.615
753.9249999996139,0.769,0.786,1.066
753.9459999996138,0.742,0.934,1.170
753.9669999996138,0.099,1.115,1.187
753.9879999996137,-0.247,1.241,0.934
