t,aX,aY,aZ
1742.0259999979635,0.038,-0.401,0.489
1742.0469999979634,0.044,-0.225,1.846
1742.0679999979634,0.264,-0.049,2.587
1742.0879999979634,0.231,-0.011,2.730
1742.1089999979633,0.363,0.005,2.867
1742.1299999979633,0.374,-0.187,2.499
1742.1509999979633,0.264,-0.258,2.373
1742.1709999979632,-0.055,-0.357,2.192
1742.1919999979632,-0.176,-0.330,2.444
1742.2129999979632,-0.335,-0.247,2.494
1742.2329999979631,-0.368,-0.049,3.065
1742.253999997963,-0.203,0.143,3.224
1742.274999997963,-0.269,0.170,3.246
1742.294999997963,-0.275,0.203,2.818
1742.315999997963,-0.308,-0.005,2.027
1742.336999997963,-0.461,-0.104,1.796
1742.356999997963,-0.742,-0.209,0.912
1742.377999997963,-0.758,-0.209,0.549
1742.3989999979628,-0.906,-0.170,0.439
1742.4199999979628,-0.851,0.033,0.670
1742.4399999979628,-0.632,0.176,1.000
1742.4609999979627,-0.692,0.187,1.071
1742.4819999979627,-0.692,0.220,1.247
1742.5019999979627,-0.692,0.049,1.077
1742.5229999979626,-0.829,-0.022,1.005
1742.5439999979626,-1.077,-0.049,0.753
1742.5639999979626,-1.071,0.077,0.797
1742.5849999979625,-1.176,0.132,0.802
1742.6059999979625,-1.181,0.461,1.269
1742.6259999979625,-1.055,0.681,1.763
1742.6469999979624,-1.104,0.698,1.873
1742.6679999979624,-1.088,0.818,2.263
1742.6889999979624,-0.972,0.736,2.280
1742.7089999979623,-1.022,0.687,2.247
1742.7299999979623,-1.055,0.687,1.923
1742.7509999979623,-1.027,0.791,1.505
1742.7709999979622,-1.093,0.791,1.329
1742.7919999979622,-1.280,1.132,0.846
1742.8129999979622,-1.351,1.351,0.500
1742.8329999979621,-1.434,1.362,0.335
1742.853999997962,-1.642,1.527,-0.060
1742.874999997962,-1.681,1.478,-0.434
1742.894999997962,-1.741,1.417,-0.599
1742.915999997962,-1.868,1.478,-1.033
1742.936999997962,-1.846,1.593,-1.291
1742.957999997962,-1.879,1.588,-1.423
1742.977999997962,-2.021,1.906,-1.571
1742.9989999979618,-2.021,2.038,-1.538
1743.0199999979618,-2.082,2.032,-1.566
1743.0399999979618,-2.263,2.016,-1.478
1743.0609999979617,-2.186,1.785,-1.467
1743.0819999979617,-2.208,1.703,-1.527
1743.1019999979617,-2.181,1.500,-1.637
1743.1229999979616,-1.983,1.428,-1.686
1743.1439999979616,-1.934,1.406,-1.763
1743.1639999979616,-1.945,1.505,-1.752
1743.1849999979615,-1.862,1.566,-1.648
1743.2059999979615,-1.868,1.571,-1.659
1743.2269999979615,-2.027,1.544,-1.467
1743.2469999979614,-1.939,1.368,-1.296
1743.2679999979614,-1.945,1.329,-1.285
1743.2889999979614,-1.967,1.159,-1.203
1743.3089999979613,-1.730,1.110,-1.181
1743.3299999979613,-1.653,1.082,-1.225
1743.3509999979613,-1.577,1.143,-1.236
1743.3709999979612,-1.362,1.115,-1.203
1743.3919999979612,-1.302,1.104,-1.241
1743.4129999979612,-1.351,0.983,-1.258
1743.4329999979611,-1.148,0.764,-1.346
1743.453999997961,-1.093,0.687,-1.417
1743.474999997961,-1.088,0.489,-1.659
1743.495999997961,-0.846,0.374,-1.846
1743.515999997961,-0.797,0.335,-1.967
1743.536999997961,-0.835,0.357,-2.192
1743.557999997961,-0.659,0.341,-2.307
1743.577999997961,-0.626,0.319,-2.390
1743.5989999979608,-0.714,0.099,-2.527
1743.6199999979608,-0.549,-0.291,-2.560
1743.6399999979608,-0.516,-0.401,-2.626
1743.6609999979607,-0.599,-0.758,-2.675
1743.6819999979607,-0.489,-0.851,-2.653
1743.7019999979607,-0.478,-0.884,-2.675
1743.7229999979606,-0.670,-0.807,-2.631
1743.7439999979606,-0.610,-0.818,-2.494
1743.7649999979606,-0.610,-0.840,-2.466
1743.7849999979605,-0.692,-1.049,-2.274
1743.8059999979605,-0.522,-1.252,-1.983
1743.8269999979605,-0.439,-1.335,-1.890
1743.8469999979604,-0.417,-1.302,-1.467
1743.8679999979604,-0.291,-0.972,-1.005
1743.8889999979604,-0.220,-0.884,-0.840
1743.9089999979603,-0.291,-0.308,-0.396
1743.9299999979603,-0.231,0.005,-0.115
1743.9509999979603,-0.192,0.066,-0.027
1743.9709999979602,-0.137,0.044,-0.132
1743.9919999979602,0.027,-0.148,-0.330
1744.0129999979602,0.187,-0.264,-0.500
1744.03399999796,0.374,-0.385,-0.731
1744.05399999796,0.527,-0.236,-0.406
1744.07499999796,0.659,-0.220,-0.258
1744.09599999796,0.610,0.187,0.577
1744.11599999796,0.599,0.428,1.412
1744.13699999796,0.626,0.472,1.796
1744.15799999796,0.571,0.423,2.406
1744.17799999796,0.670,0.203,2.659
1744.1989999979598,0.802,0.071,2.714
1744.2199999979598,0.895,-0.126,2.664
1744.2399999979598,0.934,-0.033,2.950
1744.2609999979597,1.005,-0.038,3.065
1744.2819999979597,0.742,0.379,3.609
1744.3029999979597,0.582,0.731,3.983
1744.3229999979596,0.527,0.835,4.136
1744.3439999979596,0.286,1.033,3.840
1744.3649999979596,0.269,0.978,3.345
1744.3849999979595,0.341,0.934,2.961
1744.4059999979595,0.264,0.818,1.829
1744.4269999979595,0.236,0.879,1.247
1744.4469999979594,0.297,0.868,0.862
1744.4679999979594,0.011,1.170,0.588
1744.4889999979594,-0.088,1.417,0.725
1744.5089999979593,-0.088,1.478,0.786
1744.5299999979593,-0.225,1.582,0.961
1744.5509999979593,-0.198,1.522,1.000
1744.5719999979592,-0.071,1.467,0.978
1744.5919999979592,-0.137,1.412,0.862
1744.6129999979592,-0.198,1.472,0.983
1744.633999997959,-0.159,1.467,1.066
1744.653999997959,-0.450,1.631,1.609
1744.674999997959,-0.643,1.758,2.109
1744.695999997959,-0.736,1.796,2.433
1744.715999997959,-1.187,1.851,2.867
1744.736999997959,-1.247,1.791,2.966
1744.757999997959,-1.159,1.747,2.999
1744.777999997959,-0.786,1.604,2.708
1744.7989999979588,-0.434,1.566,2.417
1744.8199999979588,0.055,1.522,2.175
1744.8409999979588,0.148,1.533,1.642
1744.8609999979587,-0.022,1.566,1.406
1744.8819999979587,-0.170,1.560,1.208
1744.9029999979587,-0.780,1.505,0.961
1744.9229999979586,-0.967,1.494,0.813
1744.9439999979586,-0.967,1.445,0.698
1744.9649999979586,-0.720,1.434,0.291
1744.9849999979585,-0.483,1.533,0.022
1745.0059999979585,-0.038,1.544,-0.198
1745.0269999979585,0.165,1.620,-0.505
1745.0469999979584,0.110,1.675,-0.533
1745.0679999979584,0.066,1.653,-0.533
1745.0889999979584,-0.434,1.500,-0.417
1745.1099999979583,-0.670,1.417,-0.363
1745.1299999979583,-0.824,1.324,-0.324
1745.1509999979583,-0.747,1.170,-0.643
1745.1719999979582,-0.621,1.176,-0.873
1745.1919999979582,-0.253,1.132,-1.093
1745.2129999979581,0.044,1.027,-1.373
1745.233999997958,0.038,1.000,-1.307
1745.253999997958,0.115,0.945,-1.198
1745.274999997958,-0.093,0.780,-0.868
1745.295999997958,-0.236,0.758,-0.670
1745.315999997958,-0.280,0.703,-0.483
1745.336999997958,-0.341,0.626,-0.582
1745.357999997958,-0.396,0.665,-0.714
1745.3789999979579,-0.275,0.632,-0.862
1745.3989999979578,-0.198,0.511,-1.159
1745.4199999979578,-0.231,0.494,-1.187
1745.4409999979578,-0.077,0.423,-1.159
1745.4609999979577,-0.077,0.258,-1.022
1745.4819999979577,-0.192,0.275,-0.906
1745.5029999979577,-0.159,0.236,-0.780
1745.5229999979576,-0.258,0.187,-0.934
1745.5439999979576,-0.385,0.247,-1.104
1745.5649999979576,-0.297,0.236,-1.329
1745.5849999979575,-0.242,0.176,-1.796
1745.6059999979575,-0.308,0.275,-2.010
1745.6269999979575,-0.104,0.258,-2.214
1745.6479999979574,0.011,0.291,-2.401
1745.6679999979574,-0.082,0.275,-2.422
1745.6889999979574,0.049,0.214,-2.406
1745.7099999979573,-0.132,-0.066,-2.362
1745.7299999979573,-0.346,-0.198,-2.329
1745.7509999979573,-0.516,-0.313,-2.274
1745.7719999979572,-0.753,-0.368,-2.302
1745.7919999979572,-0.945,-0.302,-2.302
1745.8129999979571,-0.840,-0.297,-2.291
1745.833999997957,-0.709,-0.291,-2.307
1745.853999997957,-0.786,-0.357,-2.313
1745.874999997957,-0.549,-0.434,-2.274
1745.895999997957,-0.637,-0.610,-2.269
1745.916999997957,-0.829,-0.566,-2.269
1745.936999997957,-1.011,-0.566,-2.219
1745.957999997957,-1.236,-0.247,-2.258
1745.9789999979569,-1.434,0.016,-2.340
1745.9989999979568,-1.351,0.170,-2.499
1746.0199999979568,-1.198,0.269,-2.736
1746.0409999979568,-1.285,0.132,-2.741
1746.0609999979567,-1.066,-0.011,-2.532
1746.0819999979567,-1.104,-0.423,-1.884
1746.1029999979567,-1.230,-0.560,-1.544
1746.1229999979566,-1.258,-0.676,-0.670
1746.1439999979566,-1.176,-0.533,0.115
1746.1649999979566,-1.258,-0.324,0.308
1746.1859999979565,-0.923,-0.170,0.659
1746.2059999979565,-0.648,-0.104,0.621
1746.2269999979565,-0.676,-0.253,0.599
1746.2479999979564,-0.648,-0.417,0.797
1746.2679999979564,-0.890,-0.890,1.318
1746.2889999979564,-1.033,-1.033,1.467
1746.3099999979563,-1.318,-1.148,2.142
1746.3299999979563,-1.291,-0.967,2.247
1746.3509999979563,-1.357,-0.676,2.148
1746.3719999979562,-1.137,-0.428,1.642
1746.3919999979562,-0.994,-0.137,0.654
1746.4129999979561,-1.044,-0.093,0.319
1746.433999997956,-1.280,-0.110,-0.522
1746.454999997956,-1.609,-0.379,-0.829
1746.474999997956,-1.802,-0.445,-0.945
1746.495999997956,-2.027,-0.489,-0.626
1746.516999997956,-1.895,-0.330,-0.450
1746.536999997956,-1.939,-0.093,-0.456
1746.557999997956,-1.796,0.159,-0.593
1746.5789999979559,-1.895,0.401,-0.961
1746.5989999979558,-2.038,0.500,-1.104
1746.6199999979558,-2.582,0.560,-1.137
1746.6409999979558,-2.950,0.571,-0.742
1746.6609999979557,-3.175,0.659,-0.670
1746.6819999979557,-3.268,0.764,0.231
1746.7029999979557,-2.928,1.000,0.868
1746.7239999979556,-2.933,1.181,1.011
1746.7439999979556,-2.582,1.351,1.489
1746.7649999979556,-2.620,1.450,1.664
1746.7859999979555,-2.758,1.505,1.703
1746.8059999979555,-3.582,1.560,1.780
1746.8269999979555,-4.021,1.582,1.653
1746.8479999979554,-4.290,1.659,1.615
1746.8679999979554,-3.851,1.741,1.291
1746.8889999979554,-2.593,1.747,0.818
1746.9099999979553,-2.291,1.719,0.670
1746.9299999979553,-0.989,1.653,0.022
1746.9509999979553,-0.753,1.406,-0.450
1746.9719999979552,-0.824,1.302,-0.604
1746.9929999979552,-1.725,1.214,-0.879
1747.0129999979551,-2.329,1.230,-0.961
1747.033999997955,-2.670,1.346,-1.000
1747.054999997955,-2.587,1.511,-0.906
1747.074999997955,-1.697,1.642,-0.725
1747.095999997955,-1.478,1.659,-0.698
1747.116999997955,-0.467,1.626,-0.374
1747.136999997955,-0.148,1.450,-0.148
1747.157999997955,-0.192,1.379,-0.115
1747.1789999979549,-0.912,1.291,0.099
1747.1989999979548,-1.500,1.219,0.258
1747.2199999979548,-1.840,1.187,0.275
1747.2409999979548,-1.879,1.132,0.527
1747.2619999979547,-1.132,0.884,0.764
1747.2819999979547,-0.950,0.725,0.791
1747.3029999979547,-0.104,0.467,0.956
1747.3239999979546,0.121,0.154,0.945
1747.3439999979546,0.077,0.077,0.901
1747.3649999979546,-0.593,0.066,0.681
1747.3859999979545,-1.088,0.209,0.434
1747.4059999979545,-1.384,0.280,0.302
1747.4269999979545,-1.653,0.472,0.027
1747.4479999979544,-1.368,0.494,-0.148
1747.4679999979544,-1.296,0.450,-0.247
1747.4889999979544,-0.939,0.346,-0.445
1747.5099999979543,-0.742,0.137,-0.659
1747.5309999979543,-0.714,0.055,-0.775
1747.5509999979542,-0.989,-0.005,-1.093
1747.5719999979542,-1.132,0.055,-1.274
1747.5929999979542,-1.230,0.110,-1.379
1747.6129999979541,-1.170,0.434,-1.489
1747.633999997954,-0.742,0.720,-1.500
1747.654999997954,-0.593,0.742,-1.566
1747.674999997954,-0.154,0.758,-1.659
1747.695999997954,0.126,0.379,-1.774
1747.716999997954,0.187,0.225,-1.873
1747.736999997954,0.165,-0.071,-1.994
1747.757999997954,0.286,-0.209,-1.912
1747.7789999979539,0.302,-0.280,-1.917
1747.7999999979538,0.379,-0.209,-1.505
1747.8199999979538,0.555,-0.346,-1.060
1747.8409999979538,0.604,-0.450,-0.945
1747.8619999979537,0.544,-0.753,-0.593
1747.8819999979537,0.577,-1.110,-0.500
1747.9029999979537,0.538,-1.225,-0.516
1747.9239999979536,0.313,-1.082,-0.456
1747.9439999979536,0.368,-0.610,-0.181
1747.9649999979536,0.352,-0.522,-0.099
1747.9859999979535,0.412,0.137,0.483
1748.0059999979535,0.747,0.280,0.862
1748.0269999979535,0.857,0.242,1.000
1748.0479999979534,0.934,-0.088,0.934
1748.0689999979534,1.011,-0.588,0.428
1748.0889999979534,0.983,-0.753,0.170
1748.1099999979533,0.659,-0.934,-0.917
1748.1309999979533,0.676,-0.780,-1.527
1748.1509999979532,0.648,-0.764,-1.807
1748.1719999979532,0.615,-0.324,-1.763
1748.1929999979532,0.901,-0.225,-1.285
1748.2129999979531,0.983,-0.225,-1.099
1748.233999997953,0.972,-0.511,-0.401
1748.254999997953,1.044,-0.862,0.027
1748.274999997953,1.022,-0.961,0.176
1748.295999997953,0.731,-1.000,0.357
1748.316999997953,0.818,-0.753,0.560
1748.337999997953,0.818,-0.692,0.621
1748.357999997953,0.769,-0.258,1.230
1748.3789999979529,0.950,-0.132,1.945
1748.3999999979528,1.016,-0.104,2.247
1748.4199999979528,0.818,-0.357,2.791
1748.4409999979528,0.813,-0.692,2.818
1748.4619999979527,0.758,-0.791,2.769
1748.4819999979527,0.577,-0.912,2.049
1748.5029999979527,0.780,-0.714,1.335
1748.5239999979526,0.879,-0.665,0.939
1748.5439999979526,1.005,-0.165,-0.049
1748.5649999979526,1.148,0.159,-0.489
1748.5859999979525,1.198,0.247,-0.725
1748.6069999979525,0.884,0.434,-1.038
1748.6269999979525,0.687,0.472,-1.137
1748.6479999979524,0.538,0.483,-1.236
1748.6689999979524,0.192,0.582,-1.538
1748.6889999979524,0.220,0.720,-1.637
1748.7099999979523,0.264,0.747,-1.730
1748.7309999979523,0.379,0.983,-1.708
1748.7509999979522,0.516,1.176,-1.384
1748.7719999979522,0.621,1.214,-1.252
1748.7929999979522,0.181,1.439,-0.857
1748.8129999979521,-0.231,1.582,-0.527
1748.833999997952,-0.500,1.604,-0.412
1748.854999997952,-0.720,1.752,-0.253
1748.875999997952,-0.357,1.824,-0.016
1748.895999997952,0.016,1.818,0.055
1748.916999997952,0.807,1.818,0.231
1748.937999997952,1.110,1.769,0.511
1748.957999997952,1.329,1.736,0.604
1748.9789999979519,0.791,1.681,0.692
1748.9999999979518,0.319,1.708,0.659
1749.0199999979518,-0.005,1.692,0.549
1749.0409999979518,-0.406,1.840,-0.077
1749.0619999979517,-0.242,1.983,-0.489
1749.0819999979517,0.022,1.989,-0.780
1749.1029999979517,0.538,2.082,-1.137
1749.1239999979516,0.802,2.082,-0.989
1749.1449999979516,1.038,2.032,-0.923
1749.1649999979516,0.604,2.010,-0.533
1749.1859999979515,0.203,2.043,-0.253
1749.2069999979515,-0.099,2.000,-0.148
1749.2269999979515,-0.516,2.115,-0.242
1749.2479999979514,-0.390,2.247,-0.456
1749.2689999979514,-0.126,2.252,-0.654
1749.2889999979514,0.269,2.362,-1.016
1749.3099999979513,0.396,2.384,-1.022
1749.3309999979513,0.555,2.357,-1.044
1749.3509999979512,0.022,2.269,-0.764
1749.3719999979512,-0.357,2.181,-0.533
1749.3929999979512,-0.615,2.115,-0.385
1749.4139999979511,-1.082,2.049,-0.357
1749.433999997951,-1.176,2.021,-0.390
1749.454999997951,-1.110,1.983,-0.456
1749.475999997951,-1.236,1.961,-0.533
1749.495999997951,-1.313,1.873,-0.406
1749.516999997951,-1.291,1.813,-0.330
1749.537999997951,-1.675,1.544,-0.027
1749.557999997951,-1.857,1.280,0.143
1749.5789999979509,-1.912,1.154,0.242
1749.5999999979508,-2.115,0.901,0.060
1749.6199999979508,-2.131,0.818,-0.231
1749.6409999979508,-2.021,0.764,-0.483
1749.6619999979507,-2.131,0.780,-1.060
1749.6829999979507,-2.164,0.775,-1.307
1749.7029999979507,-2.093,0.769,-1.505
1749.7239999979506,-1.950,0.742,-1.686
1749.7449999979506,-1.736,0.791,-1.697
1749.7649999979506,-1.329,0.791,-1.714
1749.7859999979505,-1.005,0.818,-1.769
1749.8069999979505,-0.994,0.709,-1.730
1749.8269999979505,-0.928,0.643,-1.708
1749.8479999979504,-1.302,0.357,-1.719
1749.8689999979504,-1.522,0.187,-1.697
1749.8889999979504,-1.664,0.088,-1.659
1749.9099999979503,-1.686,-0.077,-1.681
1749.9309999979503,-1.593,-0.176,-1.609
1749.9519999979502,-1.291,-0.253,-1.505
1749.9719999979502,-1.055,-0.610,-1.263
1749.9929999979502,-1.088,-0.912,-0.978
1750.0139999979501,-1.088,-1.082,-0.692
1750.03399999795,-1.445,-1.291,-0.291
1750.05499999795,-1.653,-1.044,-0.022
1750.07599999795,-1.774,-0.939,0.231
1750.09599999795,-1.708,-0.280,0.439
1750.11699999795,-1.648,0.203,0.560
1750.13799999795,-1.313,0.401,0.703
1750.15799999795,-1.192,0.379,0.764
1750.1789999979499,-1.307,0.115,0.840
1750.1999999979498,-1.412,-0.082,0.923
1750.2209999979498,-1.703,-0.604,0.934
1750.2409999979498,-1.835,-0.615,0.950
1750.2619999979497,-1.719,-0.648,0.972
1750.2829999979497,-1.362,-0.324,0.923
1750.3029999979497,-1.269,-0.011,0.939
1750.3239999979496,-0.786,0.115,0.978
1750.3449999979496,-0.654,-0.016,1.049
1750.3649999979496,-0.802,-0.192,1.137
1750.3859999979495,-0.994,-0.368,1.247
1750.4069999979495,-1.467,-0.654,1.247
1750.4269999979495,-1.703,-0.489,1.225
1750.4479999979494,-1.785,-0.439,1.176
1750.4689999979494,-1.555,-0.016,1.016
1750.4899999979493,-1.522,0.313,0.972
1750.5099999979493,-0.846,0.434,0.956
1750.5309999979493,-0.379,0.297,0.895
1750.5519999979492,-0.374,0.115,0.846
1750.5719999979492,-0.104,-0.071,0.797
1750.5929999979492,-0.093,-0.417,0.582
1750.6139999979491,-0.231,-0.401,0.456
1750.633999997949,-0.044,-0.434,0.297
1750.654999997949,0.203,-0.275,0.154
1750.675999997949,0.132,-0.148,0.126
1750.695999997949,0.527,-0.115,0.209
1750.716999997949,0.621,-0.181,0.280
1750.737999997949,0.494,-0.225,0.253
1750.7589999979489,0.472,-0.291,0.225
1750.7789999979489,0.341,-0.253,-0.121
1750.7999999979488,0.176,-0.115,-0.319
1750.8209999979488,0.280,-0.049,-0.648
1750.8409999979488,0.423,0.143,-0.983
1750.8619999979487,0.335,0.247,-1.104
1750.8829999979487,0.588,0.280,-1.148
1750.9029999979487,0.379,0.297,-1.148
1750.9239999979486,0.192,0.319,-1.170
1750.9449999979486,-0.379,0.308,-1.066
1750.9649999979486,-0.687,0.330,-1.121
1750.9859999979485,-0.857,0.401,-1.192
1751.0069999979485,-0.390,0.428,-1.219
1751.0279999979484,0.368,0.478,-1.307
1751.0479999979484,0.478,0.489,-1.373
1751.0689999979484,1.121,0.472,-1.208
1751.0899999979483,1.055,0.346,-1.049
1751.1099999979483,0.961,0.302,-1.055
1751.1309999979483,0.313,0.269,-0.851
1751.1519999979482,-0.132,0.341,-0.961
1751.1719999979482,-0.324,0.555,-1.044
1751.1929999979482,-0.313,0.731,-1.247
1751.2139999979481,0.088,1.132,-1.522
1751.233999997948,0.121,1.390,-1.653
1751.254999997948,0.599,1.566,-1.714
1751.275999997948,0.637,1.664,-1.703
1751.296999997948,0.555,1.648,-1.752
1751.316999997948,-0.016,1.609,-1.538
1751.337999997948,-0.423,1.428,-1.456
1751.3589999979479,-0.626,1.401,-1.461
1751.3789999979479,-0.676,1.373,-1.439
1751.3999999979478,-0.286,1.417,-1.626
1751.4209999979478,-0.258,1.522,-1.703
1751.4409999979478,0.170,1.626,-1.983
1751.4619999979477,0.214,1.741,-2.285
1751.4829999979477,0.137,1.851,-2.379
1751.5029999979477,-0.390,1.934,-2.549
1751.5239999979476,-0.775,2.038,-2.598
1751.5449999979476,-1.011,2.153,-2.626
1751.5659999979475,-1.247,2.280,-2.439
1751.5859999979475,-1.027,2.390,-2.159
1751.6069999979475,-1.060,2.466,-2.087
1751.6279999979474,-0.659,2.505,-1.593
1751.6479999979474,-0.456,2.362,-1.214
1751.6689999979474,-0.522,2.274,-1.132
1751.6899999979473,-0.857,2.164,-0.868
1751.7099999979473,-1.093,1.901,-0.873
1751.7309999979473,-1.302,1.785,-0.895
1751.7519999979472,-1.395,1.670,-0.967
1751.7719999979472,-1.027,1.450,-0.928
1751.7929999979472,-1.022,1.313,-0.939
1751.8139999979471,-0.467,1.159,-0.665
1751.834999997947,-0.060,0.857,-0.390
1751.854999997947,-0.071,0.780,-0.335
1751.875999997947,-0.143,0.681,-0.148
1751.896999997947,-0.247,0.703,-0.247
1751.916999997947,-0.428,0.802,-0.308
1751.937999997947,-0.588,0.923,-0.648
1751.9589999979469,-0.324,1.027,-0.890
1751.9789999979469,-0.363,1.027,-0.994
1751.9999999979468,0.022,1.000,-0.978
1752.0209999979468,0.302,0.829,-0.769
1752.0409999979468,0.280,0.775,-0.731
1752.0619999979467,0.071,0.709,-0.428
1752.0829999979467,-0.044,0.731,-0.330
1752.1039999979466,-0.192,0.780,-0.335
1752.1239999979466,-0.220,0.862,-0.368
1752.1449999979466,0.071,0.829,-0.280
1752.1659999979465,0.099,0.764,-0.297
1752.1859999979465,0.330,0.626,0.115
1752.2069999979465,0.379,0.379,0.665
1752.2279999979464,0.308,0.308,0.807
1752.2479999979464,-0.132,0.275,1.384
1752.2689999979464,-0.379,0.346,1.522
1752.2899999979463,-0.544,0.390,1.505
1752.3099999979463,-0.621,0.549,1.159
1752.3309999979463,-0.275,0.555,0.753
1752.3519999979462,-0.181,0.522,0.566
1752.3729999979462,0.198,0.461,0.319
1752.3929999979462,0.368,0.319,0.390
1752.4139999979461,0.374,0.275,0.363
1752.434999997946,0.016,0.346,0.599
1752.454999997946,-0.148,0.483,0.687
1752.475999997946,-0.264,0.527,0.643
1752.496999997946,-0.253,0.714,0.363
1752.516999997946,0.093,0.709,-0.005
1752.537999997946,0.214,0.654,-0.203
1752.5589999979459,0.489,0.604,-0.599
1752.5789999979459,0.610,0.494,-0.681
1752.5999999979458,0.604,0.450,-0.764
1752.6209999979458,0.236,0.582,-0.676
1752.6419999979457,0.099,0.753,-0.577
1752.6619999979457,-0.016,0.764,-0.593
1752.6829999979457,-0.126,0.983,-0.544
1752.7039999979456,0.115,0.945,-0.439
1752.7239999979456,0.187,0.873,-0.445
1752.7449999979456,0.258,0.703,-0.148
1752.7659999979455,0.286,0.434,0.203
1752.7859999979455,0.236,0.319,0.308
1752.8069999979455,-0.231,0.253,0.610
1752.8279999979454,-0.308,0.308,0.681
1752.8479999979454,-0.390,0.275,0.659
1752.8689999979454,-0.308,0.538,0.511
1752.8899999979453,0.148,0.621,0.385
1752.9109999979453,0.341,0.604,0.297
1752.9309999979453,0.582,0.604,0.209
1752.9519999979452,0.714,0.472,0.187
1752.9729999979452,0.703,0.406,0.148
1752.9929999979452,0.121,0.456,-0.011
1753.0139999979451,-0.132,0.659,-0.225
1753.034999997945,-0.324,0.698,-0.357
1753.054999997945,-0.610,1.104,-0.676
1753.075999997945,-0.335,1.285,-0.797
1753.096999997945,-0.225,1.318,-0.857
1753.116999997945,0.011,1.307,-0.731
1753.137999997945,0.264,1.148,-0.489
1753.1589999979449,0.313,1.104,-0.423
1753.1799999979448,-0.104,1.027,-0.258
1753.1999999979448,-0.231,1.082,-0.225
1753.2209999979448,-0.357,1.104,-0.253
1753.2419999979447,-0.555,1.274,-0.363
1753.2619999979447,-0.291,1.335,-0.363
1753.2829999979447,-0.187,1.346,-0.396
1753.3039999979446,0.011,1.274,-0.319
1753.3239999979446,0.247,1.165,-0.181
